13610306630399602021,占领积分
12610017407302997410,占领此地块可获得积分{0}
15573045446206544172,占领其他国土地
15573045446197415451,占领边境
15091542654673223117,土地等级
15091542654664094396,边境等级
5506141848777031918,活动详情
17740764685165362511,"集结盟友, 击败魔王之影, 赢取丰厚奖励!"
2054743098427329311,"召唤并击退魔王之影, 赢取丰厚奖励! \n每个联盟城市每天都可以召唤一次魔王之影"
7595755730212343431,开始召唤
8906642700186502861,参与活动可以获得以下奖励
3378880524260827373,点击查看奖励详细内容
4147282856754698004,活动规则
15061798751882387240,魔王之影{0}级
900098572200332518,开始迎击
10592578461987550389,剩余时间: \n{0}
4147282929201351723,"[开启时间]\n{0}, <color=#666666>盟主和官员</color>可以在每日(当日{1}到次日{2}之间)任意时刻开启活动. 请尽量选择盟友都在线的时段开启. </color>\n\n[活动说明]: \n1. 己方联盟占领的每个NPC城市每天均可召唤一次魔王之影. 召唤后, 魔王之影将出现在盟主和官员<color=#666666>所选择的城市中心</color>, 请联盟管理者提前通知盟友做好准备. \n2. 召唤出的魔王之影等级与所选城市中心等级相同, 魔王之影等级越高, 战斗力就越强, 奖励也越丰厚. \n3. 魔王之影被召唤后最多存在8小时, 在限定时间内将魔王之影成功击退(将魔王之影血量降为0), 联盟全体成员均可获得奖励, 伤害排名前三和完成最后一击的玩家会获得额外的奖励. \n4. 如果未在限定时间内击退魔王之影, 本次召唤就宣告击退失败. \n5. 若完成最后一击的玩家非本联盟成员, 视为击退失败, 奖励由完成最后一击的玩家所属联盟获得, 伤害排名奖励不受影响, 若完成最后一击的玩家若未加入任何联盟, 则不会发放奖励. \n\n[奖励发放]\n1. 成功击退一次魔王之影后, 联盟全体成员均可获得奖励, 相应奖励由邮件发放. \n2. 伤害排名前三和完成最后一击的玩家将收到额外奖励. \n3. 奖励发放之前, <color=#666666>请尽量不要退出联盟</color>, 否则可能无法收到奖励. "
11636829174628122100,"您需要加入一个联盟才能参与活动. 魔王之影十分强大, 快加入联盟和盟友一起获取深渊宝藏吧. "
5506142237478848833,"联盟需要占领一个城市才能参与活动. 只有在城市才能召唤魔王之影, 快去占领城市吧. "
17822718225916995828,下一步
8650733054784219318,召唤
658811786957395076,今日所有联盟城市均已召唤过魔王之影. 
8579844843832139739,"只有盟主和官员可以开启活动, 快联系他们吧. "
17366569571848385023,请确保您集结了足够多的盟友以对抗魔王之影. 确定要召唤吗?
16270087059732948732,选择城市
11668831529326448506,"将会在{0} {1}级{2}, ({3})召唤出 {4} {5}级. 确定召唤吗?"
1881583684837521611,战斗历史
18277018156796404713,查看排名
6043225246530914342,查看排名
16536766415700912086,排名
4810305715026113712,玩家名称
9842458762843366215,总伤害
11938512272746358436,{0}召唤数量: {1}
6683059524802991188,伤害排名
6683059524793998687,魔王之影\n{0}级
4576598893047452299,联盟全体成员可获得
13020086528444906314,土地
15718626103422102390,外城
7434049404190386914,攻城排行规则说明
24923702974,部队
3132665120997827572,在部队{0}中
16869499830047045610,{0}级
2150307313506256673,请选择一个城市
16762055424197606089,联盟全员
6682397574709404863,最后一击
4636152295500570472,<color=#fffb9bff>{0}</color> 配置
4392437687379563211,"卡池列表表明了该宝箱可能出现的卡牌, 以及卡牌掉落的概率. "
4414124214971849383,当前最强潜力英雄
463901547469937774,取消升级
593525071097737742,联盟产量加成
