8663883537842822123,将炼钢厂 3升级至11级
8663883576422311774,将农场 3升级至11级
8663883615001801425,将采石场 3升级至11级
8663888321699538847,将旅行者驿站升级至11级
8663888360279028498,将战争工坊升级至11级
8663888398858518149,将圣剑雕像升级至11级
8663888437438007800,将坚盾雕像升级至11级
8663888476017497451,将石锤雕像升级至11级
8663888514596987102,将英雄大厅-石头升级至11级
8663888553176476753,与玩家进行5次战斗
8663888591755966404,将木材仓库升级至11级
8663888630335456055,将食物仓库升级至11级
8663888668914945706,将钢材仓库升级至11级
8663893375612683128,将石材仓库升级至11级
8663893414192172779,建造13个要塞
8663893452771662430,参与10场攻城战(城市)
8663893491351152081,将民房 2升级至11级
8663893529930641732,将指挥所升级至12级
8663893568510131383,将部队集合点 1升级至12级
8663893607089621034,提升任意英雄等级到56级
8663893645669110685,将伐木场 1升级至12级
8663893684248600336,将炼钢厂 1升级至12级
8663893722828089987,将农场 1升级至12级
8664509953016285410,将采石场 1升级至12级
8664509991595775061,将旅行者驿站升级至12级
8664510030175264712,将战争工坊升级至12级
8664510068754754363,将圣剑雕像升级至12级
8664510107334244014,将坚盾雕像升级至12级
8664510145913733665,将石锤雕像升级至12级
8664510184493223316,将英雄大厅-布升级至12级
8664510223072712967,与玩家进行5次战斗
8664510261652202618,将木材仓库升级至12级
8664510300231692269,将食物仓库升级至12级
8664515006929429691,将钢材仓库升级至12级
8664515045508919342,将石材仓库升级至12级
8664515084088408993,建造15个要塞
8664515122667898644,参与10场攻城战(城市)
8664515161247388295,将民房 2升级至12级
15058055910201789783,新占领2块2级土地
15058055948781279434,新占领1块3级土地
15058055987360769085,新占领2块3级土地
15058056025940258736,新占领3块3级土地
15058056064519748387,获得3场战斗胜利
15058056103099238038,获得5场战斗胜利
15058056141678727689,获得8场战斗胜利
15058056180258217340,治疗2次任意英雄
15058056218837706991,治疗3次任意英雄
17250450617934988365,累计治疗4800点生命值
17250450656514478016,升级任意英雄5次
17250450695093967667,升级任意英雄6次
