48020415781960865,邪恶年兽
12220080533639701922,<color=#ffa500ff>龙</color>\n
48020415781960866,邪恶年兽
5916027825141785491,<color=#ffa500ff>龙</color>\n
48020415781960867,邪恶年兽
18058719190353420676,<color=#ffa500ff>龙</color>\n
48020415781960868,邪恶年兽
11754666481855504245,<color=#ffa500ff>龙</color>\n
48020415781960990,邪恶年兽
17423487140910867535,<color=#ffa500ff>龙</color>\n
48020415781960991,邪恶年兽
11119434432412951104,<color=#ffa500ff>龙</color>\n
48020415781960992,邪恶年兽
4815381723915034673,<color=#ffa500ff>龙</color>\n
48020415781960993,邪恶年兽
16958073089126669858,<color=#ffa500ff>龙</color>\n
6271944038127494816,攻击力
9967944330414821228,防御力
17368102792348255763,速度
17368102792332519389,攻城
3432127097036389429,生命
7830747155508922405,经验值
6271944190645024804,体力
2147006147832544694,普通
2147006147832544695,优秀
2147006147832544696,精良
2147006147832544697,史诗
2147006147832544698,传奇
12686809958213960096,1星卡
901803024414871416,2星卡
3255691018710790860,3星卡
3255691018681821911,4星卡
14172516673035998275,5星卡
13325798290601373157,新解锁
12830233717009408550,神秘宝箱
12830233717009408551,神秘宝箱
12830233717009408552,神秘宝箱
12830233717009408553,神秘宝箱
7424095344454182090,解锁于
314951764822329066,待收集的卡牌
9222283245322113850,1级 普通宝箱
9222283245322113851,2级 普通宝箱
9222283245322113852,3级 普通宝箱
9222283245322113853,4级 普通宝箱
9222283245322113854,5级 普通宝箱
9222283245322113855,6级 普通宝箱
9222283245322113856,7级 普通宝箱
9222283245322113857,8级 普通宝箱
9222283245322113858,9级 普通宝箱
9080740346076059358,10级 普通宝箱
