1560912537070413074,"<color=#f6a414>光环效果</color>, 使<color=#f6a414>己方前排所有英雄</color><color=#f6a414>受到的治疗效果提高</color>{2}点, 并使其<color=#f6a414>速度提高</color>{5}点. "
12662378581103211922,"{0}%几率释放, 对<color=#f6a414>目标敌方英雄英雄</color>施加<color=#f6a414>持续伤害</color>效果, 每回合对其造成{2}点伤害, 持续{3}回合. "
14198408371922385595,"{0}%几率释放, 对<color=#f6a414>敌方前排所有英雄</color>造成{2}点伤害, 并对其施加<color=#f6a414>持续伤害</color>效果, 每回合对其造成{5}点伤害, 持续{6}回合. "
7803811793273023374,"<color=#f6a414>光环效果</color>, 使<color=#f6a414>敌方前排随机单体英雄</color><color=#f6a414>防御力降低</color>{2}点, 并<color=#f6a414>降低其受到的治疗效果</color>{5}点. "
14024947964984373113,"{0}%几率释放, 为<color=#f6a414>己方生命值最低的英雄</color><color=#f6a414>治疗</color>{2}点生命值. "
18384896616491784776,"<color=#f6a414>受到普通攻击</color>时33%几率释放, 为<color=#f6a414>己方随机英雄</color>施加</color><color=#f6a414>护盾</color>, 吸收{2}点伤害, 持续{3}回合. "
7630351386335010892,"{0}%几率释放, 向敌人发动猛烈的一击, 对<color=#f6a414>目标敌方英雄</color>造成{2}点伤害. "
111612949720245642,"{0}%几率释放, 对<color=#f6a414>敌方生命值最低的英雄</color>造成{2}点伤害. "
1474182333601406833,"<color=#f6a414>生命值降为0</color>时释放, <color=#f6a414>恢复</color><color=#f6a414>自身</color>{2}点生命值. 每场战斗只能释放1次. "
14545329185798410559,"{0}%几率释放, 为<color=#f6a414>己方前排所有英雄</color><color=#f6a414>治疗</color>{2}点生命值, 并对其施加<color=#f6a414>持续伤害</color>效果, 每回合对其造成{5}点伤害, 持续{6}回合. "
12749108784572218163,"<color=#f6a414>普通攻击</color>时释放, 使<color=#f6a414>目标敌方英雄</color><color=#f6a414>防御力降低</color>{2}点, 并<color=#f6a414>降低其受到的治疗效果</color>{5}点, 持续到本场战斗结束. "
7543621182866004651,"<color=#f6a414>战斗准备回合</color>{0}%几率释放, 对<color=#f6a414>敌方前排所有英雄</color>施加<color=#f6a414>持续伤害</color>效果, 每回合对其造成{2}的伤害, 持续{3}回合. "
14371868778860398077,"<color=#f6a414>受到普通攻击</color>时{0}%几率进行<color=#f6a414>反击</color>, 使<color=#f6a414>攻击者</color>受到{2}点伤害. "
1387452130132400592,"<color=#f6a414>受到普通攻击</color>时{0}%几率释放, 为<color=#f6a414>自身</color>施加<color=#f6a414>护盾</color>, 吸收{2}点伤害, 持续{3}回合. "
14458598982329404318,"<color=#f6a414>光环效果</color>, <color=#f6a414>自身</color><color=#f6a414>免疫技能伤害</color>, <color=#f6a414>攻击力提高</color>{5}点. "
7456890979396998410,"{0}%几率释放, 使<color=#f6a414>目标敌方英雄</color>陷入<color=#f6a414>魅惑状态, 攻击其队友</color>, 持续{3}回合. "
6766400138776626586,"{0}%几率释放, 使<color=#f6a414>己方所有英雄</color><color=#f6a414>攻击力提高</color>{2}点, 持续{3}回合. 释放后需准备1回合才能再次释放. "
8302429929595800259,"{0}%几率释放, 使<color=#f6a414>目标敌方英雄</color><color=#f6a414>防御力降低</color>{2}点, 持续{3}回合. "
8128969522657787777,"{0}%几率释放, 使<color=#f6a414>目标敌方英雄</color>陷入<color=#f6a414>沉默状态, 不能释放技能</color>, 持续{3}回合. "
14632059389267416800,"<color=#f6a414>战斗准备回合</color>{0}%几率释放, <color=#f6a414>使敌方后排所有英雄</color><color=#f6a414>攻击力降低</color>{2}点, 并使其<color=#f6a414>速度降低</color>{5}点, 持续到本场战斗结束. "
7109970165520973446,"{0}%几率释放, 对<color=#f6a414>敌方后排所有英雄</color>施加<color=#f6a414>持续伤害</color>效果, 每回合对其造成{2}点伤害, 持续{3}回合. "
13938217761515366872,"{0}%几率释放, 对<color=#f6a414>敌方后排所有英雄</color>造成{2}点伤害. "
8215699726126794018,"<color=#f6a414>普通攻击</color>时{0}%几率<color=#f6a414>吸血</color>, 吸血量为伤害量的{4}%. "
1907833350946438038,"<color=#f6a414>受到普通攻击</color>时释放, 使<color=#f6a414>自身</color><color=#f6a414>攻击力</color>提高{2}点, 持续到本场战斗结束. "
