name,force,interval,gem,gold,lumber,marble,steel,food,crystal
tribute_751,625265,3,0,57,53200,53200,265900,53200,0
tribute_752,625265,3,0,57,53200,53200,53200,106400,0
tribute_753,625265,3,0,57,265900,53200,53200,53200,0
tribute_754,625265,3,0,57,53200,265900,53200,53200,0
tribute_755,625265,3,0,57,53200,53200,265900,53200,0
tribute_756,625265,3,0,57,53200,53200,53200,106400,0
tribute_757,625265,3,0,57,265900,53200,53200,53200,0
tribute_758,625265,3,0,57,53200,265900,53200,53200,0
tribute_759,625265,3,0,57,53200,53200,265900,53200,0
tribute_760,625265,3,0,57,53200,53200,53200,106400,0
tribute_761,625265,3,0,57,265900,53200,53200,53200,0
tribute_762,625265,3,0,57,53200,265900,53200,53200,0
tribute_763,625265,3,0,57,53200,53200,265900,53200,0
tribute_764,625265,3,0,57,53200,53200,53200,106400,0
tribute_765,625265,3,0,57,265900,53200,53200,53200,0
tribute_766,625265,3,0,57,53200,265900,53200,53200,0
tribute_767,625265,3,0,57,53200,53200,265900,53200,0
tribute_768,625265,3,0,57,53200,53200,53200,106400,0
tribute_769,625265,3,0,57,265900,53200,53200,53200,0
tribute_770,625265,3,0,57,53200,265900,53200,53200,0
tribute_771,625265,3,0,57,53200,53200,265900,53200,0
tribute_772,625265,3,0,57,53200,53200,53200,106400,0
tribute_773,1449265,3,0,116,309400,61900,61900,61900,0
tribute_774,1449265,3,0,116,61900,309400,61900,61900,0
tribute_775,1449265,3,0,116,61900,61900,309400,61900,0
tribute_776,1449265,3,0,116,61900,61900,61900,123800,0
tribute_777,1449265,3,0,116,309400,61900,61900,61900,0
tribute_778,1449265,3,0,116,61900,309400,61900,61900,0
tribute_779,1449265,3,0,116,61900,61900,309400,61900,0
tribute_780,1449265,3,0,116,61900,61900,61900,123800,0
tribute_781,1449265,3,0,116,309400,61900,61900,61900,0
tribute_782,1449265,3,0,116,61900,309400,61900,61900,0
tribute_783,1449265,3,0,116,61900,61900,309400,61900,0
tribute_784,1449265,3,0,116,61900,61900,61900,123800,0
tribute_785,1449265,3,0,116,309400,61900,61900,61900,0
tribute_786,1449265,3,0,116,61900,309400,61900,61900,0
tribute_787,1449265,3,0,116,61900,61900,309400,61900,0
tribute_788,1449265,3,0,116,61900,61900,61900,123800,0
tribute_789,1449265,3,0,116,309400,61900,61900,61900,0
tribute_790,1449265,3,0,116,61900,309400,61900,61900,0
tribute_791,1449265,3,0,116,61900,61900,309400,61900,0
tribute_792,1449265,3,0,116,61900,61900,61900,123800,0
tribute_793,1449265,3,0,116,309400,61900,61900,61900,0
tribute_794,1449265,3,0,116,61900,309400,61900,61900,0
tribute_795,1449265,3,0,116,61900,61900,309400,61900,0
tribute_796,1449265,3,0,116,61900,61900,61900,123800,0
tribute_797,1449265,3,0,116,309400,61900,61900,61900,0
tribute_798,1449265,3,0,116,61900,309400,61900,61900,0
tribute_799,1449265,3,0,116,61900,61900,309400,61900,0
tribute_800,1449265,3,0,116,61900,61900,61900,123800,0
