id,chapter,type,name,level,amount,rarity,force,produce,times,gem,gold,food,lumber,marble,steel,crystal,hero_fragments,points_limit,locale_desc,unlock_id,switch_daily
51,4,building_level,storage_marble,4,,,,,,,0,4450,10200,0,10200,,,1,chapter_task_51_desc,0,
52,4,stronghold_amount,stronghold,,1,,,,,,0,4450,10200,0,10200,,"hero_211,2",1,chapter_task_52_desc,0,
53,4,attack_npccity,,,,,,,1,,0,4450,10200,0,10200,,,1,chapter_task_53_desc,0,
54,4,specify_building_level,tribute_gold_A,4,,,,,,,0,4450,10200,0,10200,,,1,chapter_task_54_desc,0,
55,4,building_level,townhall,5,,,,,,,0,4450,10200,14300,10200,,"hero_111,3",0,chapter_task_55_desc,0,
56,5,specify_building_level,march_speed_up_building,1,,,,,,,0,0,39400,51200,39400,,"hero_110,4",0,chapter_task_56_desc,0,
57,5,specify_building_level,armycamp_A,5,,,,,,,0,18300,39400,0,39400,,,1,chapter_task_57_desc,0,
58,5,hero_level,,21,,,,,,,0,18300,39400,51200,39400,,"hero_110,8",0,chapter_task_58_desc,0,
59,5,specify_building_level,produce_lumber_A,5,,,,,,,270,18300,39400,51200,0,,,1,chapter_task_59_desc,0,
60,5,specify_building_level,produce_steel_A,5,,,,,,,0,18300,0,0,39400,,,1,chapter_task_60_desc,0,
61,5,specify_building_level,produce_food_A,5,,,,,,,0,0,39400,51200,39400,,"hero_105,4",0,chapter_task_61_desc,0,
62,5,specify_building_level,produce_marble_A,5,,,,,,,0,0,39400,51200,39400,,,1,chapter_task_62_desc,0,
63,5,specify_building_level,hero_attack_up_building,5,,,,,,,270,18300,39400,51200,0,,,1,chapter_task_63_desc,0,
64,5,pvp_times,,,,,,,5,,270,18300,0,0,0,,,1,chapter_task_64_desc,0,
65,5,building_level,storage_lumber,5,,,,,,,0,18300,39400,51200,39400,,,1,chapter_task_65_desc,0,
66,5,building_level,storage_food,5,,,,,,,0,18300,39400,51200,39400,,"hero_105,2",0,chapter_task_66_desc,0,
67,5,building_level,storage_steel,5,,,,,,,0,18300,0,51200,0,,,1,chapter_task_67_desc,0,
68,5,building_level,storage_marble,5,,,,,,,270,18300,0,0,39400,,,1,chapter_task_68_desc,0,
69,5,stronghold_amount,stronghold,,2,,,,,,0,18300,39400,0,39400,,"hero_105,3",0,chapter_task_69_desc,0,
70,5,attack_npccity,,,,,,,5,,0,18300,39400,0,39400,,,1,chapter_task_70_desc,0,
71,5,specify_building_level,tribute_gold_A,5,,,,,,,0,18300,39400,0,39400,,,1,chapter_task_71_desc,0,
72,5,building_level,townhall,6,,,,,,,0,18300,39400,51200,39400,,"hero_105,4",0,chapter_task_72_desc,0,
73,6,specify_building_level,armycamp_A,6,,,,,,,600,51050,0,163300,136100,,"hero_011,4",0,chapter_task_73_desc,0,
74,6,hero_level,,26,,,,,,,0,51050,136100,163300,136100,,,1,chapter_task_74_desc,0,
75,6,specify_building_level,siege_up_building,1,,,,,,,600,51050,136100,163300,0,,,1,chapter_task_75_desc,0,
76,6,specify_building_level,produce_lumber_A,6,,,,,,,0,51050,0,0,136100,,,1,chapter_task_76_desc,0,
77,6,specify_building_level,produce_steel_A,6,,,,,,,600,51050,136100,163300,0,,"hero_011,4",0,chapter_task_77_desc,0,
78,6,specify_building_level,produce_food_A,6,,,,,,,0,0,136100,163300,136100,,,1,chapter_task_78_desc,0,
79,6,specify_building_level,produce_marble_A,6,,,,,,,600,51050,0,0,0,,,1,chapter_task_79_desc,0,
80,6,specify_building_level,march_speed_up_building,6,,,,,,,0,51050,136100,163300,136100,,"hero_010,4",0,chapter_task_80_desc,0,
81,6,specify_building_level,hero_defence_up_building,6,,,,,,,600,51050,136100,163300,0,,,1,chapter_task_81_desc,0,
82,6,pvp_times,,,,,,,5,,0,51050,0,163300,0,,,1,chapter_task_82_desc,0,
83,6,building_level,storage_lumber,6,,,,,,,600,51050,0,0,136100,,"hero_010,4",0,chapter_task_83_desc,0,
84,6,building_level,storage_food,6,,,,,,,0,51050,136100,0,136100,,,1,chapter_task_84_desc,0,
85,6,building_level,storage_steel,6,,,,,,,0,51050,136100,0,136100,,,1,chapter_task_85_desc,0,
86,6,building_level,storage_marble,6,,,,,,,0,51050,136100,0,136100,,"hero_010,4",0,chapter_task_86_desc,0,
87,6,stronghold_amount,stronghold,,3,,,,,,0,51050,136100,163300,136100,,,1,chapter_task_87_desc,0,
88,6,attack_npccity,,,,,,,5,,0,51050,0,0,0,,,1,chapter_task_88_desc,0,
89,6,specify_building_level,tribute_gold_B,6,,,,,,,0,51050,136100,163300,136100,,,1,chapter_task_89_desc,0,
90,6,building_level,townhall,7,,,,,,,0,0,136100,0,136100,,"hero_010,4",0,chapter_task_90_desc,0,
91,7,specify_building_level,durability_up_building,1,,,,,,,0,132350,280200,0,280200,,,1,chapter_task_91_desc,0,
92,7,specify_building_level,armycamp_A,7,,,,,,,0,0,280200,280200,280200,,,1,chapter_task_92_desc,0,
