name,type,level,fieldlevel,unlock_condition,duration,lumber,marble,steel,durability,force,unlock_show
produce_steel_C,produce_steel,8,1,"townhall,8",19200,546000,390000,780000,1500,0,
produce_food_A,produce_food,8,1,"townhall,8",19200,780000,546000,390000,1500,0,
produce_food_B,produce_food,8,1,"townhall,8",19200,780000,546000,390000,1500,0,
produce_food_C,produce_food,8,1,"townhall,8",19200,780000,546000,390000,1500,0,
produce_marble_A,produce_marble,8,1,"townhall,8",19200,780000,546000,390000,1500,0,
produce_marble_B,produce_marble,8,1,"townhall,8",19200,390000,780000,546000,1500,0,
produce_marble_C,produce_marble,8,1,"townhall,8",19200,546000,390000,780000,1500,0,
storage_lumber,storage_lumber,8,1,"armycamp_A,8",32400,975000,682500,487500,6000,0,
storage_steel,storage_steel,8,1,"armycamp_C,8",32400,487500,975000,682500,6000,0,
storage_food,storage_food,8,1,"tribute_gold_A,8",32400,682500,487500,975000,6000,0,
storage_marble,storage_marble,8,1,"armycamp_B,8",32400,975000,682500,487500,6000,0,
tribute_gold_A,tribute_gold,8,1,"durability_up_building,8",36000,487500,975000,682500,1875,0,
tribute_gold_B,tribute_gold,8,1,"durability_up_building,8",36000,682500,487500,975000,1875,0,
tribute_gold_C,tribute_gold,8,1,"siege_up_building,8",36000,975000,682500,487500,1875,0,
townhall,townhall,9,1,"storage_marble,8",216000,11000000,7700000,5500000,36000,0,
tribute_gold_D,tribute_gold,1,1,"townhall,9",3600,1100000,770000,550000,150,0,"townhall,8"
tribute_gold_D,tribute_gold,2,1,"siege_up_building,9",4800,1320000,924000,660000,300,0,
tribute_gold_D,tribute_gold,3,1,"siege_up_building,9",6000,770000,1540000,1078000,450,0,
tribute_gold_D,tribute_gold,4,1,"siege_up_building,9",8400,1232000,880000,1760000,675,0,
tribute_gold_D,tribute_gold,5,1,"siege_up_building,9",9600,1980000,1386000,990000,900,0,
tribute_gold_D,tribute_gold,6,1,"siege_up_building,9",19200,1210000,2420000,1694000,1200,0,
tribute_gold_D,tribute_gold,7,1,"siege_up_building,9",28800,1771000,1265000,2530000,1500,0,
tribute_gold_D,tribute_gold,8,1,"siege_up_building,9",36000,2640000,1848000,1320000,1875,0,
tribute_gold_D,tribute_gold,9,1,"siege_up_building,9",43200,1375000,2750000,1925000,2250,0,
armycamp_A,armycamp,9,1,"townhall,9",120000,1638000,1170000,2340000,7200,0,
armycamp_B,armycamp,9,1,"townhall,9",120000,6600000,4620000,3300000,7200,0,
armycamp_C,armycamp,9,1,"townhall,9",120000,8250000,5775000,4125000,7200,0,
armycamp_D,armycamp,9,1,"townhall,9",120000,8250000,5775000,4125000,7200,0,
armycamp_E,armycamp,9,1,"townhall,9",120000,9350000,6545000,4675000,7200,0,
hero_attack_up_building,hero_attack_up,9,1,"armycamp_B,9",121500,2750000,5500000,3850000,3600,0,
hero_defence_up_building,hero_defence_up,9,1,"armycamp_D,9",121500,3850000,2750000,5500000,3600,0,
durability_up_building,durability_up,9,1,"hero_attack_up_building,9",144000,5500000,3850000,2750000,3600,0,
siege_up_building,siege_up,9,1,"march_speed_up_building,9",120000,4125000,8250000,5775000,3600,0,
march_speed_up_building,march_speed_up,9,1,"produce_food_B,9",120000,5775000,4125000,8250000,3600,0,
paper_dominant_up_building,paper_dominant_up,9,1,"produce_lumber_C,9",86400,4400000,3080000,2200000,2700,0,
scissors_dominant_up_building,scissors_dominant_up,9,1,"produce_steel_C,9",86400,2200000,4400000,3080000,2700,0,
rock_dominant_up_building,rock_dominant_up,9,1,"produce_marble_C,9",86400,3080000,2200000,4400000,2700,0,
produce_lumber_A,produce_lumber,9,1,"townhall,9",28800,2200000,1540000,1100000,1800,0,
produce_lumber_B,produce_lumber,9,1,"townhall,9",28800,1100000,2200000,1540000,1800,0,
produce_lumber_C,produce_lumber,9,1,"townhall,9",28800,1540000,1100000,2200000,1800,0,
produce_steel_A,produce_steel,9,1,"townhall,9",28800,2200000,1540000,1100000,1800,0,
produce_steel_B,produce_steel,9,1,"townhall,9",28800,2200000,1540000,1100000,1800,0,
produce_steel_C,produce_steel,9,1,"townhall,9",28800,2200000,1540000,1100000,1800,0,
produce_food_A,produce_food,9,1,"townhall,9",28800,2200000,1540000,1100000,1800,0,
produce_food_B,produce_food,9,1,"townhall,9",28800,1100000,2200000,1540000,1800,0,
produce_food_C,produce_food,9,1,"townhall,9",28800,1540000,1100000,2200000,1800,0,
produce_marble_A,produce_marble,9,1,"townhall,9",28800,2200000,1540000,1100000,1800,0,
produce_marble_B,produce_marble,9,1,"townhall,9",28800,1100000,2200000,1540000,1800,0,
produce_marble_C,produce_marble,9,1,"townhall,9",28800,1540000,1100000,2200000,1800,0,
storage_lumber,storage_lumber,9,1,"rock_dominant_up_building,9",36000,2750000,1925000,1375000,7200,0,
