hero,animation,function,time
hero_513,skill,ActionPlay,0.5
hero_513,victor,ActionPlay,0.2
hero_513,failed,ActionPlay,0.2
hero_513,failed,ActionEnd,0.2
hero_514,attack,ActionEnd,1.3
hero_514,attack,AudioPlay,0.4
hero_514,attack,ActionPlay,0.3
hero_514,skill,AudioPlay,0.4
hero_514,skill,ActionPlay,0.5
hero_514,victor,ActionPlay,0.2
hero_514,failed,ActionPlay,0.2
hero_514,failed,ActionEnd,0.2
hero_515,attack,ActionEnd,1.3
hero_515,attack,AudioPlay,0.4
hero_515,attack,ActionPlay,0.3
hero_515,skill,AudioPlay,0.4
hero_515,skill,ActionPlay,0.5
hero_515,victor,ActionPlay,0.2
hero_515,failed,ActionPlay,0.2
hero_515,failed,ActionEnd,0.2
hero_516,attack,ActionEnd,1.3
hero_516,attack,AudioPlay,0.4
hero_516,attack,ActionPlay,0.3
hero_516,skill,AudioPlay,0.4
hero_516,skill,ActionPlay,0.5
hero_516,victor,ActionPlay,0.2
hero_516,failed,ActionPlay,0.2
hero_516,failed,ActionEnd,0.2
hero_517,attack,ActionEnd,1
hero_517,attack,AudioPlay,0.33
hero_517,attack,ActionPlay,0.3
hero_517,skill,AudioPlay,0.44
hero_517,skill,ActionPlay,0.67
hero_517,victor,ActionPlay,0.2
hero_517,failed,ActionPlay,0.2
hero_517,failed,ActionEnd,0.2
hero_518,attack,ActionEnd,1.3
hero_518,attack,AudioPlay,0.4
hero_518,attack,ActionPlay,0.3
hero_518,skill,AudioPlay,0.4
hero_518,skill,ActionPlay,0.5
hero_518,victor,ActionPlay,0.2
hero_518,failed,ActionPlay,0.2
hero_518,failed,ActionEnd,0.2
hero_519,attack,ActionEnd,1.3
hero_519,attack,AudioPlay,0.4
hero_519,attack,ActionPlay,0.3
hero_519,skill,AudioPlay,0.4
hero_519,skill,ActionPlay,0.5
hero_519,victor,ActionPlay,0.2
