hero,animation,function,time
hero_526,attack,ActionEnd,1.3
hero_526,attack,AudioPlay,0.4
hero_526,attack,ActionPlay,0.3
hero_526,skill,AudioPlay,0.4
hero_526,skill,ActionPlay,0.5
hero_526,victor,ActionPlay,0.2
hero_526,failed,ActionPlay,0.2
hero_526,failed,ActionEnd,0.2
hero_527,attack,ActionEnd,1.3
hero_527,attack,AudioPlay,0.4
hero_527,attack,ActionPlay,0.3
hero_527,skill,AudioPlay,0.4
hero_527,skill,ActionPlay,0.5
hero_527,victor,ActionPlay,0.2
hero_527,failed,ActionPlay,0.2
hero_527,failed,ActionEnd,0.2
hero_528,attack,ActionEnd,1
hero_528,attack,AudioPlay,0.33
hero_528,attack,ActionPlay,0.3
hero_528,skill,AudioPlay,0.44
hero_528,skill,ActionPlay,0.67
hero_528,victor,ActionPlay,0.2
hero_528,failed,ActionPlay,0.2
hero_528,failed,ActionEnd,0.2
hero_529,attack,ActionEnd,1.3
hero_529,attack,AudioPlay,0.4
hero_529,attack,ActionPlay,0.3
hero_529,skill,AudioPlay,0.4
hero_529,skill,ActionPlay,0.5
hero_529,victor,ActionPlay,0.2
hero_529,failed,ActionPlay,0.2
hero_529,failed,ActionEnd,0.2
hero_530,attack,ActionEnd,1.3
hero_530,attack,AudioPlay,0.4
hero_530,attack,ActionPlay,0.3
hero_530,skill,AudioPlay,0.4
hero_530,skill,ActionPlay,0.5
hero_530,victor,ActionPlay,0.2
hero_530,failed,ActionPlay,0.2
hero_530,failed,ActionEnd,0.2
hero_531,attack,ActionEnd,1.3
hero_531,attack,AudioPlay,0.4
hero_531,attack,ActionPlay,0.3
hero_531,skill,AudioPlay,0.4
hero_531,skill,ActionPlay,0.5
hero_531,victor,ActionPlay,0.2
hero_531,failed,ActionPlay,0.2
hero_531,failed,ActionEnd,0.2
hero_532,attack,ActionEnd,1.3
hero_532,attack,AudioPlay,0.4
