hero,point,root,x,y,z
hero_504,skill_hit.foot,,0,0,0
hero_504,health,,0,0,0
hero_504,friend,,0,0,0
hero_504,enemy,,0,0,0
hero_504,cast,Hmale02,0,0,0
hero_504,fly,,0,0,0
hero_504,idle,,0,0,0
hero_504,lose,,0,0,0
hero_504,win,,0,0,0
hero_504,move,,0,0,0
hero_505,skill_last.head,,0,1.9,-0.2
hero_505,skill_last.body,,0,0.7,-0.2
hero_505,skill_last.foot,,0,0,-0.2
hero_505,skill_hit.head,,0,1.9,0
hero_505,skill_hit.body,,0,0.7,0
hero_505,skill_hit.foot,,0,0,0
hero_505,health,,0,0,0
hero_505,friend,,0,0,0
hero_505,enemy,,0,0,0
hero_505,cast,Hmale02,0,0,0
hero_505,fly,,0,0,0
hero_505,idle,,0,0,0
hero_505,lose,,0,0,0
hero_505,win,,0,0,0
hero_505,move,,0,0,0
hero_506,skill_last.head,,0,1.9,-0.2
hero_506,skill_last.body,,0,0.7,-0.2
hero_506,skill_last.foot,,0,0,-0.2
hero_506,skill_hit.head,,0,1.9,0
hero_506,skill_hit.body,,0,0.7,0
hero_506,skill_hit.foot,,0,0,0
hero_506,health,,0,0,0
hero_506,friend,,0,0,0
hero_506,enemy,,0,0,0
hero_506,cast,Hmale02,0,0,0
hero_506,fly,,0,0,0
hero_506,idle,,0,0,0
hero_506,lose,,0,0,0
hero_506,win,,0,0,0
hero_506,move,,0,0,0
hero_507,skill_last.head,,0,1.9,-0.2
hero_507,skill_last.body,,0,0.7,-0.2
hero_507,skill_last.foot,,0,0,-0.2
hero_507,skill_hit.head,,0,1.9,0
hero_507,skill_hit.body,,0,0.7,0
hero_507,skill_hit.foot,,0,0,0
hero_507,health,,0,0,0
hero_507,friend,,0,0,0
hero_507,enemy,,0,0,0
hero_507,cast,Hmale02,0,0,0
