hero,point,root,x,y,z
hero_604,skill_hit.foot,,0,0,0
hero_604,health,,0,0,0
hero_604,friend,,0,0,0
hero_604,enemy,,0,0,0
hero_604,cast,Hmale02,0,0,0
hero_604,fly,,0,0,0
hero_604,idle,,0,0,0
hero_604,lose,,0,0,0
hero_604,win,,0,0,0
hero_604,move,,0,0,0
hero_605,skill_last.head,,0,1.9,-0.2
hero_605,skill_last.body,,0,0.7,-0.2
hero_605,skill_last.foot,,0,0,-0.2
hero_605,skill_hit.head,,0,1.9,0
hero_605,skill_hit.body,,0,0.7,0
hero_605,skill_hit.foot,,0,0,0
hero_605,health,,0,0,0
hero_605,friend,,0,0,0
hero_605,enemy,,0,0,0
hero_605,cast,Hmale02,0,0,0
hero_605,fly,,0,0,0
hero_605,idle,,0,0,0
hero_605,lose,,0,0,0
hero_605,win,,0,0,0
hero_605,move,,0,0,0
hero_606,skill_last.head,,0,1.9,-0.2
hero_606,skill_last.body,,0,0.7,-0.2
hero_606,skill_last.foot,,0,0,-0.2
hero_606,skill_hit.head,,0,1.9,0
hero_606,skill_hit.body,,0,0.7,0
hero_606,skill_hit.foot,,0,0,0
hero_606,health,,0,0,0
hero_606,friend,,0,0,0
hero_606,enemy,,0,0,0
hero_606,cast,Hmale02,0,0,0
hero_606,fly,,0,0,0
hero_606,idle,,0,0,0
hero_606,lose,,0,0,0
hero_606,win,,0,0,0
hero_606,move,,0,0,0
hero_607,skill_last.head,,0,1.9,-0.2
hero_607,skill_last.body,,0,0.7,-0.2
hero_607,skill_last.foot,,0,0,-0.2
hero_607,skill_hit.head,,0,1.9,0
hero_607,skill_hit.body,,0,0.7,0
hero_607,skill_hit.foot,,0,0,0
hero_607,health,,0,0,0
hero_607,friend,,0,0,0
hero_607,enemy,,0,0,0
hero_607,cast,Hmale02,0,0,0
