hero,animation,function,time
hero_557,attack,ActionPlay,0.3
hero_557,skill,AudioPlay,0.4
hero_557,skill,ActionPlay,0.5
hero_557,victor,ActionPlay,0.2
hero_557,failed,ActionPlay,0.2
hero_557,failed,ActionEnd,0.2
hero_558,attack,ActionEnd,1.3
hero_558,attack,AudioPlay,0.4
hero_558,attack,ActionPlay,0.3
hero_558,skill,AudioPlay,0.4
hero_558,skill,ActionPlay,0.5
hero_558,victor,ActionPlay,0.2
hero_558,failed,ActionPlay,0.2
hero_558,failed,ActionEnd,0.2
hero_559,attack,ActionEnd,1.3
hero_559,attack,AudioPlay,0.4
hero_559,attack,ActionPlay,0.3
hero_559,skill,AudioPlay,0.4
hero_559,skill,ActionPlay,0.5
hero_559,victor,ActionPlay,0.2
hero_559,failed,ActionPlay,0.2
hero_559,failed,ActionEnd,0.2
hero_560,attack,ActionEnd,1.3
hero_560,attack,AudioPlay,0.4
hero_560,attack,ActionPlay,0.3
hero_560,skill,AudioPlay,0.4
hero_560,skill,ActionPlay,0.5
hero_560,victor,ActionPlay,0.2
hero_560,failed,ActionPlay,0.2
hero_560,failed,ActionEnd,0.2
hero_561,attack,ActionEnd,1
hero_561,attack,AudioPlay,0.33
hero_561,attack,ActionPlay,0.3
hero_561,skill,AudioPlay,0.44
hero_561,skill,ActionPlay,0.67
hero_561,victor,ActionPlay,0.2
hero_561,failed,ActionPlay,0.2
hero_561,failed,ActionEnd,0.2
hero_562,attack,ActionEnd,1.3
hero_562,attack,AudioPlay,0.4
hero_562,attack,ActionPlay,0.3
hero_562,skill,AudioPlay,0.4
hero_562,skill,ActionPlay,0.5
hero_562,victor,ActionPlay,0.2
hero_562,failed,ActionPlay,0.2
hero_562,failed,ActionEnd,0.2
hero_563,attack,ActionEnd,1.3
hero_563,attack,AudioPlay,0.4
hero_563,attack,ActionPlay,0.3
hero_563,skill,AudioPlay,0.4
