hero,point,root,x,y,z
hero_551,skill_last.head,,0,1.9,-0.2
hero_551,skill_last.body,,0,0.7,-0.2
hero_551,skill_last.foot,,0,0,-0.2
hero_551,skill_hit.head,,0,1.9,0
hero_551,skill_hit.body,,0,0.7,0
hero_551,skill_hit.foot,,0,0,0
hero_551,health,,0,0,0
hero_551,friend,,0,0,0
hero_551,enemy,,0,0,0
hero_551,cast,Hmale02,0,0,0
hero_551,fly,,0,0,0
hero_551,idle,,0,0,0
hero_551,lose,,0,0,0
hero_551,win,,0,0,0
hero_551,move,,0,0,0
hero_552,skill_last.head,,0,1.9,-0.2
hero_552,skill_last.body,,0,0.7,-0.2
hero_552,skill_last.foot,,0,0,-0.2
hero_552,skill_hit.head,,0,1.9,0
hero_552,skill_hit.body,,0,0.7,0
hero_552,skill_hit.foot,,0,0,0
hero_552,health,,0,0,0
hero_552,friend,,0,0,0
hero_552,enemy,,0,0,0
hero_552,cast,Hmale02,0,0,0
hero_552,fly,,0,0,0
hero_552,idle,,0,0,0
hero_552,lose,,0,0,0
hero_552,win,,0,0,0
hero_552,move,,0,0,0
hero_553,skill_last.head,,0,1.9,-0.2
hero_553,skill_last.body,,0,0.7,-0.2
hero_553,skill_last.foot,,0,0,-0.2
hero_553,skill_hit.head,,0,1.9,0
hero_553,skill_hit.body,,0,0.7,0
hero_553,skill_hit.foot,,0,0,0
hero_553,health,,0,0,0
hero_553,friend,,0,0,0
hero_553,enemy,,0,0,0
hero_553,cast,Hmale02,0,0,0
hero_553,fly,,0,0,0
hero_553,idle,,0,0,0
hero_553,lose,,0,0,0
hero_553,win,,0,0,0
hero_553,move,,0,0,0
hero_554,skill_last.head,,0,1.9,-0.2
hero_554,skill_last.body,,0,0.7,-0.2
hero_554,skill_last.foot,,0,0,-0.2
hero_554,skill_hit.head,,0,1.9,0
hero_554,skill_hit.body,,0,0.7,0
