name,force,interval,gem,gold,lumber,marble,steel,food,crystal
tribute_151,1735,3,0,6,5800,5800,29200,5800,0
tribute_152,1735,3,0,6,5800,5800,5800,11700,0
tribute_153,1735,3,0,6,29200,5800,5800,5800,0
tribute_154,1735,3,0,6,5800,29200,5800,5800,0
tribute_155,1735,3,0,6,5800,5800,29200,5800,0
tribute_156,1735,3,0,6,5800,5800,5800,11700,0
tribute_157,1735,3,0,6,29200,5800,5800,5800,0
tribute_158,1735,3,0,6,5800,29200,5800,5800,0
tribute_159,1735,3,0,6,5800,5800,29200,5800,0
tribute_160,1735,3,0,6,5800,5800,5800,11700,0
tribute_161,1735,3,0,6,29200,5800,5800,5800,0
tribute_162,1735,3,0,6,5800,29200,5800,5800,0
tribute_163,1735,3,0,6,5800,5800,29200,5800,0
tribute_164,1735,3,0,6,5800,5800,5800,11700,0
tribute_165,4495,3,0,8,49500,9900,9900,9900,0
tribute_166,4495,3,0,8,9900,49500,9900,9900,0
tribute_167,4495,3,0,8,9900,9900,49500,9900,0
tribute_168,4495,3,0,8,9900,9900,9900,19800,0
tribute_169,4495,3,0,8,49500,9900,9900,9900,0
tribute_170,4495,3,0,8,9900,49500,9900,9900,0
tribute_171,4495,3,0,8,9900,9900,49500,9900,0
tribute_172,4495,3,0,8,9900,9900,9900,19800,0
tribute_173,4495,3,0,8,49500,9900,9900,9900,0
tribute_174,4495,3,0,8,9900,49500,9900,9900,0
tribute_175,4495,3,0,8,9900,9900,49500,9900,0
tribute_176,4495,3,0,8,9900,9900,9900,19800,0
tribute_177,4495,3,0,8,49500,9900,9900,9900,0
tribute_178,4495,3,0,8,9900,49500,9900,9900,0
tribute_179,4495,3,0,8,9900,9900,49500,9900,0
tribute_180,4495,3,0,8,9900,9900,9900,19800,0
tribute_181,4495,3,0,8,49500,9900,9900,9900,0
tribute_182,4495,3,0,8,9900,49500,9900,9900,0
tribute_183,4495,3,0,8,9900,9900,49500,9900,0
tribute_184,4495,3,0,8,9900,9900,9900,19800,0
tribute_185,4495,3,0,8,49500,9900,9900,9900,0
tribute_186,4495,3,0,8,9900,49500,9900,9900,0
tribute_187,4495,3,0,8,9900,9900,49500,9900,0
tribute_188,4495,3,0,8,9900,9900,9900,19800,0
tribute_189,4495,3,0,8,49500,9900,9900,9900,0
tribute_190,4495,3,0,8,9900,49500,9900,9900,0
tribute_191,4495,3,0,8,9900,9900,49500,9900,0
tribute_192,4495,3,0,8,9900,9900,9900,19800,0
tribute_193,4495,3,0,8,49500,9900,9900,9900,0
tribute_194,4495,3,0,8,9900,49500,9900,9900,0
tribute_195,4495,3,0,8,9900,9900,49500,9900,0
tribute_196,4495,3,0,8,9900,9900,9900,19800,0
tribute_197,4495,3,0,8,49500,9900,9900,9900,0
tribute_198,4495,3,0,8,9900,49500,9900,9900,0
tribute_199,4495,3,0,8,9900,9900,49500,9900,0
tribute_200,4495,3,0,8,9900,9900,9900,19800,0
