hero,animation,function,time
hero_551,attack,ActionEnd,1.3
hero_551,attack,AudioPlay,0.4
hero_551,attack,ActionPlay,0.3
hero_551,skill,AudioPlay,0.4
hero_551,skill,ActionPlay,0.5
hero_551,victor,ActionPlay,0.2
hero_551,failed,ActionPlay,0.2
hero_551,failed,ActionEnd,0.2
hero_552,attack,ActionEnd,1.3
hero_552,attack,AudioPlay,0.4
hero_552,attack,ActionPlay,0.3
hero_552,skill,AudioPlay,0.4
hero_552,skill,ActionPlay,0.5
hero_552,victor,ActionPlay,0.2
hero_552,failed,ActionPlay,0.2
hero_552,failed,ActionEnd,0.2
hero_553,attack,ActionEnd,1.3
hero_553,attack,AudioPlay,0.4
hero_553,attack,ActionPlay,0.3
hero_553,skill,AudioPlay,0.4
hero_553,skill,ActionPlay,0.5
hero_553,victor,ActionPlay,0.2
hero_553,failed,ActionPlay,0.2
hero_553,failed,ActionEnd,0.2
hero_554,attack,ActionEnd,1.3
hero_554,attack,AudioPlay,0.4
hero_554,attack,ActionPlay,0.3
hero_554,skill,AudioPlay,0.4
hero_554,skill,ActionPlay,0.5
hero_554,victor,ActionPlay,0.2
hero_554,failed,ActionPlay,0.2
hero_554,failed,ActionEnd,0.2
hero_555,attack,ActionEnd,1.3
hero_555,attack,AudioPlay,0.4
hero_555,attack,ActionPlay,0.3
hero_555,skill,AudioPlay,0.4
hero_555,skill,ActionPlay,0.5
hero_555,victor,ActionPlay,0.2
hero_555,failed,ActionPlay,0.2
hero_555,failed,ActionEnd,0.2
hero_556,attack,ActionEnd,1.3
hero_556,attack,AudioPlay,0.4
hero_556,attack,ActionPlay,0.3
hero_556,skill,AudioPlay,0.4
hero_556,skill,ActionPlay,0.5
hero_556,victor,ActionPlay,0.2
hero_556,failed,ActionPlay,0.2
hero_556,failed,ActionEnd,0.2
hero_557,attack,ActionEnd,1.3
hero_557,attack,AudioPlay,0.4
