hero,point,root,x,y,z
hero_567,fly,,0,0,0
hero_567,idle,,0,0,0
hero_567,lose,,0,0,0
hero_567,win,,0,0,0
hero_567,move,,0,0,0
hero_568,skill_last.head,,0,1.9,-0.2
hero_568,skill_last.body,,0,0.7,-0.2
hero_568,skill_last.foot,,0,0,-0.2
hero_568,skill_hit.head,,0,1.9,0
hero_568,skill_hit.body,,0,0.7,0
hero_568,skill_hit.foot,,0,0,0
hero_568,health,,0,0,0
hero_568,friend,,0,0,0
hero_568,enemy,,0,0,0
hero_568,cast,Hmale02,0,0,0
hero_568,fly,,0,0,0
hero_568,idle,,0,0,0
hero_568,lose,,0,0,0
hero_568,win,,0,0,0
hero_568,move,,0,0,0
hero_569,skill_last.head,,0,1.9,-0.2
hero_569,skill_last.body,,0,0.7,-0.2
hero_569,skill_last.foot,,0,0,-0.2
hero_569,skill_hit.head,,0,1.9,0
hero_569,skill_hit.body,,0,0.7,0
hero_569,skill_hit.foot,,0,0,0
hero_569,health,,0,0,0
hero_569,friend,,0,0,0
hero_569,enemy,,0,0,0
hero_569,cast,Hmale02,0,0,0
hero_569,fly,,0,0,0
hero_569,idle,,0,0,0
hero_569,lose,,0,0,0
hero_569,win,,0,0,0
hero_569,move,,0,0,0
hero_570,skill_last.head,,0,1.9,-0.2
hero_570,skill_last.body,,0,0.7,-0.2
hero_570,skill_last.foot,,0,0,-0.2
hero_570,skill_hit.head,,0,1.9,0
hero_570,skill_hit.body,,0,0.7,0
hero_570,skill_hit.foot,,0,0,0
hero_570,health,,0,0,0
hero_570,friend,,0,0,0
hero_570,enemy,,0,0,0
hero_570,cast,Hmale02,0,0,0
hero_570,fly,,0,0,0
hero_570,idle,,0,0,0
hero_570,lose,,0,0,0
hero_570,win,,0,0,0
hero_570,move,,0,0,0
