hero,animation,function,time
hero_519,failed,ActionPlay,0.2
hero_519,failed,ActionEnd,0.2
hero_520,attack,ActionEnd,1.3
hero_520,attack,AudioPlay,0.4
hero_520,attack,ActionPlay,0.3
hero_520,skill,AudioPlay,0.4
hero_520,skill,ActionPlay,0.5
hero_520,victor,ActionPlay,0.2
hero_520,failed,ActionPlay,0.2
hero_520,failed,ActionEnd,0.2
hero_521,attack,ActionEnd,1.3
hero_521,attack,AudioPlay,0.4
hero_521,attack,ActionPlay,0.3
hero_521,skill,AudioPlay,0.4
hero_521,skill,ActionPlay,0.5
hero_521,victor,ActionPlay,0.2
hero_521,failed,ActionPlay,0.2
hero_521,failed,ActionEnd,0.2
hero_522,attack,ActionEnd,1.3
hero_522,attack,AudioPlay,0.4
hero_522,attack,ActionPlay,0.3
hero_522,skill,AudioPlay,0.4
hero_522,skill,ActionPlay,0.5
hero_522,victor,ActionPlay,0.2
hero_522,failed,ActionPlay,0.2
hero_522,failed,ActionEnd,0.2
hero_523,attack,ActionEnd,1.3
hero_523,attack,AudioPlay,0.4
hero_523,attack,ActionPlay,0.3
hero_523,skill,AudioPlay,0.4
hero_523,skill,ActionPlay,0.5
hero_523,victor,ActionPlay,0.2
hero_523,failed,ActionPlay,0.2
hero_523,failed,ActionEnd,0.2
hero_524,attack,ActionEnd,1.3
hero_524,attack,AudioPlay,0.4
hero_524,attack,ActionPlay,0.3
hero_524,skill,AudioPlay,0.4
hero_524,skill,ActionPlay,0.5
hero_524,victor,ActionPlay,0.2
hero_524,failed,ActionPlay,0.2
hero_524,failed,ActionEnd,0.2
hero_525,attack,ActionEnd,1.3
hero_525,attack,AudioPlay,0.4
hero_525,attack,ActionPlay,0.3
hero_525,skill,AudioPlay,0.4
hero_525,skill,ActionPlay,0.5
hero_525,victor,ActionPlay,0.2
hero_525,failed,ActionPlay,0.2
hero_525,failed,ActionEnd,0.2
