hero,animation,function,time
hero_569,failed,ActionPlay,0.2
hero_569,failed,ActionEnd,0.2
hero_570,attack,ActionEnd,1.3
hero_570,attack,AudioPlay,0.4
hero_570,attack,ActionPlay,0.3
hero_570,skill,AudioPlay,0.4
hero_570,skill,ActionPlay,0.5
hero_570,victor,ActionPlay,0.2
hero_570,failed,ActionPlay,0.2
hero_570,failed,ActionEnd,0.2
hero_571,attack,ActionEnd,1.3
hero_571,attack,AudioPlay,0.4
hero_571,attack,ActionPlay,0.3
hero_571,skill,AudioPlay,0.4
hero_571,skill,ActionPlay,0.5
hero_571,victor,ActionPlay,0.2
hero_571,failed,ActionPlay,0.2
hero_571,failed,ActionEnd,0.2
hero_572,attack,ActionEnd,1
hero_572,attack,AudioPlay,0.33
hero_572,attack,ActionPlay,0.3
hero_572,skill,AudioPlay,0.44
hero_572,skill,ActionPlay,0.67
hero_572,victor,ActionPlay,0.2
hero_572,failed,ActionPlay,0.2
hero_572,failed,ActionEnd,0.2
hero_573,attack,ActionEnd,1.3
hero_573,attack,AudioPlay,0.4
hero_573,attack,ActionPlay,0.3
hero_573,skill,AudioPlay,0.4
hero_573,skill,ActionPlay,0.5
hero_573,victor,ActionPlay,0.2
hero_573,failed,ActionPlay,0.2
hero_573,failed,ActionEnd,0.2
hero_574,attack,ActionEnd,1.3
hero_574,attack,AudioPlay,0.4
hero_574,attack,ActionPlay,0.3
hero_574,skill,AudioPlay,0.4
hero_574,skill,ActionPlay,0.5
hero_574,victor,ActionPlay,0.2
hero_574,failed,ActionPlay,0.2
hero_574,failed,ActionEnd,0.2
hero_575,attack,ActionEnd,1.3
hero_575,attack,AudioPlay,0.4
hero_575,attack,ActionPlay,0.3
hero_575,skill,AudioPlay,0.4
hero_575,skill,ActionPlay,0.5
hero_575,victor,ActionPlay,0.2
hero_575,failed,ActionPlay,0.2
hero_575,failed,ActionEnd,0.2
