hero,index,step,end_delay,target
hero_534,skill_1_1,fly,0.2,head
hero_534,skill_1_1,hit,0.2,foot
hero_535,skill_1_1,cast,0.2,foot
hero_535,skill_1_1,fly,0.2,head
hero_535,skill_1_1,hit,0.2,foot
hero_536,skill_1_1,cast,0.2,foot
hero_536,skill_1_1,fly,0.2,head
hero_536,skill_1_1,hit,0.2,foot
hero_537,skill_1_1,cast,0.2,foot
hero_537,skill_1_1,fly,0.2,head
hero_537,skill_1_1,hit,0.2,foot
hero_538,skill_1_1,cast,0.2,foot
hero_538,skill_1_1,fly,0.2,head
hero_538,skill_1_1,hit,0.2,foot
hero_539,skill_1_1,cast,0.2,foot
hero_539,skill_1_1,fly,0.2,head
hero_539,skill_1_1,hit,0.2,foot
hero_540,skill_1_1,cast,0.2,foot
hero_540,skill_1_1,fly,0.2,head
hero_540,skill_1_1,hit,0.2,foot
hero_541,skill_1_1,cast,0.2,foot
hero_541,skill_1_1,fly,0.2,head
hero_541,skill_1_1,hit,0.2,foot
hero_542,skill_1_1,cast,0.2,foot
hero_542,skill_1_1,fly,0.2,head
hero_542,skill_1_1,hit,0.2,foot
hero_543,skill_1_1,cast,0.2,foot
hero_543,skill_1_1,fly,0.2,head
hero_543,skill_1_1,hit,0.2,foot
hero_544,skill_1_1,cast,0.2,foot
hero_544,skill_1_1,fly,0.2,head
hero_544,skill_1_1,hit,0.2,foot
hero_545,skill_1_1,cast,0.2,foot
hero_545,skill_1_1,fly,0.2,head
hero_545,skill_1_1,hit,0.2,foot
hero_546,skill_1_1,cast,0.2,foot
hero_546,skill_1_1,fly,0.2,head
hero_546,skill_1_1,hit,0.2,foot
hero_547,skill_1_1,cast,0.2,foot
hero_547,skill_1_1,fly,0.2,head
hero_547,skill_1_1,hit,0.2,foot
hero_548,skill_1_1,cast,0.2,foot
hero_548,skill_1_1,fly,0.2,head
hero_548,skill_1_1,hit,0.2,foot
hero_549,skill_1_1,cast,0.2,foot
hero_549,skill_1_1,fly,0.2,head
hero_549,skill_1_1,hit,0.2,foot
hero_550,skill_1_1,cast,0.2,foot
hero_550,skill_1_1,fly,0.2,head
hero_550,skill_1_1,hit,0.2,foot
