hero,point,root,x,y,z
hero_507,fly,,0,0,0
hero_507,idle,,0,0,0
hero_507,lose,,0,0,0
hero_507,win,,0,0,0
hero_507,move,,0,0,0
hero_508,skill_last.head,,0,1.9,-0.2
hero_508,skill_last.body,,0,0.7,-0.2
hero_508,skill_last.foot,,0,0,-0.2
hero_508,skill_hit.head,,0,1.9,0
hero_508,skill_hit.body,,0,0.7,0
hero_508,skill_hit.foot,,0,0,0
hero_508,health,,0,0,0
hero_508,friend,,0,0,0
hero_508,enemy,,0,0,0
hero_508,cast,Hmale02,0,0,0
hero_508,fly,,0,0,0
hero_508,idle,,0,0,0
hero_508,lose,,0,0,0
hero_508,win,,0,0,0
hero_508,move,,0,0,0
hero_509,skill_last.head,,0,1.9,-0.2
hero_509,skill_last.body,,0,0.7,-0.2
hero_509,skill_last.foot,,0,0,-0.2
hero_509,skill_hit.head,,0,1.9,0
hero_509,skill_hit.body,,0,0.7,0
hero_509,skill_hit.foot,,0,0,0
hero_509,health,,0,0,0
hero_509,friend,,0,0,0
hero_509,enemy,,0,0,0
hero_509,cast,Hmale02,0,0,0
hero_509,fly,,0,0,0
hero_509,idle,,0,0,0
hero_509,lose,,0,0,0
hero_509,win,,0,0,0
hero_509,move,,0,0,0
hero_510,skill_last.head,,0,1.9,-0.2
hero_510,skill_last.body,,0,0.7,-0.2
hero_510,skill_last.foot,,0,0,-0.2
hero_510,skill_hit.head,,0,1.9,0
hero_510,skill_hit.body,,0,0.7,0
hero_510,skill_hit.foot,,0,0,0
hero_510,health,,0,0,0
hero_510,friend,,0,0,0
hero_510,enemy,,0,0,0
hero_510,cast,Hmale02,0,0,0
hero_510,fly,,0,0,0
hero_510,idle,,0,0,0
hero_510,lose,,0,0,0
hero_510,win,,0,0,0
hero_510,move,,0,0,0
