name,force,interval,gem,gold,lumber,marble,steel,food,crystal
tribute_301,24175,3,0,12,108800,21800,21800,21800,0
tribute_302,24175,3,0,12,21800,108800,21800,21800,0
tribute_303,24175,3,0,12,21800,21800,108800,21800,0
tribute_304,24175,3,0,12,21800,21800,21800,43500,0
tribute_305,24175,3,0,12,108800,21800,21800,21800,0
tribute_306,24175,3,0,12,21800,108800,21800,21800,0
tribute_307,24175,3,0,12,21800,21800,108800,21800,0
tribute_308,24175,3,0,12,21800,21800,21800,43500,0
tribute_309,24175,3,0,12,108800,21800,21800,21800,0
tribute_310,24175,3,0,12,21800,108800,21800,21800,0
tribute_311,24175,3,0,12,21800,21800,108800,21800,0
tribute_312,24175,3,0,12,21800,21800,21800,43500,0
tribute_313,24175,3,0,12,108800,21800,21800,21800,0
tribute_314,24175,3,0,12,21800,108800,21800,21800,0
tribute_315,24175,3,0,12,21800,21800,108800,21800,0
tribute_316,24175,3,0,12,21800,21800,21800,43500,0
tribute_317,24175,3,0,12,108800,21800,21800,21800,0
tribute_318,24175,3,0,12,21800,108800,21800,21800,0
tribute_319,24175,3,0,12,21800,21800,108800,21800,0
tribute_320,24175,3,0,12,21800,21800,21800,43500,0
tribute_321,24175,3,0,12,108800,21800,21800,21800,0
tribute_322,24175,3,0,12,21800,108800,21800,21800,0
tribute_323,24175,3,0,12,21800,21800,108800,21800,0
tribute_324,24175,3,0,12,21800,21800,21800,43500,0
tribute_325,50545,3,0,14,146300,29300,29300,29300,0
tribute_326,50545,3,0,14,29300,146300,29300,29300,0
tribute_327,50545,3,0,14,29300,29300,146300,29300,0
tribute_328,50545,3,0,14,29300,29300,29300,58500,0
tribute_329,50545,3,0,14,146300,29300,29300,29300,0
tribute_330,50545,3,0,14,29300,146300,29300,29300,0
tribute_331,50545,3,0,14,29300,29300,146300,29300,0
tribute_332,50545,3,0,14,29300,29300,29300,58500,0
tribute_333,50545,3,0,14,146300,29300,29300,29300,0
tribute_334,50545,3,0,14,29300,146300,29300,29300,0
tribute_335,50545,3,0,14,29300,29300,146300,29300,0
tribute_336,50545,3,0,14,29300,29300,29300,58500,0
tribute_337,50545,3,0,14,146300,29300,29300,29300,0
tribute_338,50545,3,0,14,29300,146300,29300,29300,0
tribute_339,50545,3,0,14,29300,29300,146300,29300,0
tribute_340,50545,3,0,14,29300,29300,29300,58500,0
tribute_341,50545,3,0,14,146300,29300,29300,29300,0
tribute_342,50545,3,0,14,29300,146300,29300,29300,0
tribute_343,50545,3,0,14,29300,29300,146300,29300,0
tribute_344,50545,3,0,14,29300,29300,29300,58500,0
tribute_345,50545,3,0,14,146300,29300,29300,29300,0
tribute_346,50545,3,0,14,29300,146300,29300,29300,0
tribute_347,50545,3,0,14,29300,29300,146300,29300,0
tribute_348,50545,3,0,14,29300,29300,29300,58500,0
tribute_349,50545,3,0,14,146300,29300,29300,29300,0
tribute_350,50545,3,0,14,29300,146300,29300,29300,0
