hero,point,root,x,y,z
hero_531,skill_last.head,,0,1.9,-0.2
hero_531,skill_last.body,,0,0.7,-0.2
hero_531,skill_last.foot,,0,0,-0.2
hero_531,skill_hit.head,,0,1.9,0
hero_531,skill_hit.body,,0,0.7,0
hero_531,skill_hit.foot,,0,0,0
hero_531,health,,0,0,0
hero_531,friend,,0,0,0
hero_531,enemy,,0,0,0
hero_531,cast,Hmale02,0,0,0
hero_531,fly,,0,0,0
hero_531,idle,,0,0,0
hero_531,lose,,0,0,0
hero_531,win,,0,0,0
hero_531,move,,0,0,0
hero_532,skill_last.head,,0,1.9,-0.2
hero_532,skill_last.body,,0,0.7,-0.2
hero_532,skill_last.foot,,0,0,-0.2
hero_532,skill_hit.head,,0,1.9,0
hero_532,skill_hit.body,,0,0.7,0
hero_532,skill_hit.foot,,0,0,0
hero_532,health,,0,0,0
hero_532,friend,,0,0,0
hero_532,enemy,,0,0,0
hero_532,cast,Hmale02,0,0,0
hero_532,fly,,0,0,0
hero_532,idle,,0,0,0
hero_532,lose,,0,0,0
hero_532,win,,0,0,0
hero_532,move,,0,0,0
hero_533,skill_last.head,,0,1.9,-0.2
hero_533,skill_last.body,,0,0.7,-0.2
hero_533,skill_last.foot,,0,0,-0.2
hero_533,skill_hit.head,,0,1.9,0
hero_533,skill_hit.body,,0,0.7,0
hero_533,skill_hit.foot,,0,0,0
hero_533,health,,0,0,0
hero_533,friend,,0,0,0
hero_533,enemy,,0,0,0
hero_533,cast,Hmale02,0,0,0
hero_533,fly,,0,0,0
hero_533,idle,,0,0,0
hero_533,lose,,0,0,0
hero_533,win,,0,0,0
hero_533,move,,0,0,0
hero_534,skill_last.head,,0,1.9,-0.2
hero_534,skill_last.body,,0,0.7,-0.2
hero_534,skill_last.foot,,0,0,-0.2
hero_534,skill_hit.head,,0,1.9,0
hero_534,skill_hit.body,,0,0.7,0
