hero,point,root,x,y,z
hero_614,skill_hit.foot,,0,0,0
hero_614,health,,0,0,0
hero_614,friend,,0,0,0
hero_614,enemy,,0,0,0
hero_614,cast,Hmale02,0,0,0
hero_614,fly,,0,0,0
hero_614,idle,,0,0,0
hero_614,lose,,0,0,0
hero_614,win,,0,0,0
hero_614,move,,0,0,0
hero_615,skill_last.head,,0,1.9,-0.2
hero_615,skill_last.body,,0,0.7,-0.2
hero_615,skill_last.foot,,0,0,-0.2
hero_615,skill_hit.head,,0,1.9,0
hero_615,skill_hit.body,,0,0.7,0
hero_615,skill_hit.foot,,0,0,0
hero_615,health,,0,0,0
hero_615,friend,,0,0,0
hero_615,enemy,,0,0,0
hero_615,cast,Hmale02,0,0,0
hero_615,fly,,0,0,0
hero_615,idle,,0,0,0
hero_615,lose,,0,0,0
hero_615,win,,0,0,0
hero_615,move,,0,0,0
hero_616,skill_last.head,,0,1.9,-0.2
hero_616,skill_last.body,,0,0.7,-0.2
hero_616,skill_last.foot,,0,0,-0.2
hero_616,skill_hit.head,,0,1.9,0
hero_616,skill_hit.body,,0,0.7,0
hero_616,skill_hit.foot,,0,0,0
hero_616,health,,0,0,0
hero_616,friend,,0,0,0
hero_616,enemy,,0,0,0
hero_616,cast,Hmale02,0,0,0
hero_616,fly,,0,0,0
hero_616,idle,,0,0,0
hero_616,lose,,0,0,0
hero_616,win,,0,0,0
hero_616,move,,0,0,0
hero_617,skill_last.head,,0,1.9,-0.2
hero_617,skill_last.body,,0,0.7,-0.2
hero_617,skill_last.foot,,0,0,-0.2
hero_617,skill_hit.head,,0,1.9,0
hero_617,skill_hit.body,,0,0.7,0
hero_617,skill_hit.foot,,0,0,0
hero_617,health,,0,0,0
hero_617,friend,,0,0,0
hero_617,enemy,,0,0,0
hero_617,cast,Hmale02,0,0,0
