skill_id,audio_skill_cast,audio_skill_hit,audio_skill_move
hero_518_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_519_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_520_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_521_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_522_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_523_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_524_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_525_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_526_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_526_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_526_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_526_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_527_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_528_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_529_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_529_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_529_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_529_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_530_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_531_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_532_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_532_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_532_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_532_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_533_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_534_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_535_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_535_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_535_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_535_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_536_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_537_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_538_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_538_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_538_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_538_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_539_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_540_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_541_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_541_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_541_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_541_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_542_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_543_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_544_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_544_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_544_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_544_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_545_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_546_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
