name,type,level,fieldlevel,unlock_condition,duration,lumber,marble,steel,durability,force,unlock_show
stronghold_V,stronghold,2,1,"townhall,10",9000,2100000,4200000,2940000,720,10,
stronghold_V,stronghold,3,1,"townhall,10",10800,2800000,5600000,3920000,1080,20,
stronghold_V,stronghold,4,1,"townhall,10",14400,3500000,7000000,4900000,3240,40,
stronghold_V,stronghold,5,1,"townhall,10",19200,4200000,8400000,5880000,4320,80,
stronghold_W,stronghold,1,1,"townhall,10",7200,1400000,2800000,1960000,360,5,"townhall,9"
stronghold_W,stronghold,2,1,"townhall,10",9000,2100000,4200000,2940000,720,10,
stronghold_W,stronghold,3,1,"townhall,10",10800,2800000,5600000,3920000,1080,20,
stronghold_W,stronghold,4,1,"townhall,10",14400,3500000,7000000,4900000,3240,40,
stronghold_W,stronghold,5,1,"townhall,10",19200,4200000,8400000,5880000,4320,80,
stronghold_X,stronghold,1,1,"townhall,10",7200,1400000,2800000,1960000,360,5,"townhall,9"
stronghold_X,stronghold,2,1,"townhall,10",9000,2100000,4200000,2940000,720,10,
stronghold_X,stronghold,3,1,"townhall,10",10800,2800000,5600000,3920000,1080,20,
stronghold_X,stronghold,4,1,"townhall,10",14400,3500000,7000000,4900000,3240,40,
stronghold_X,stronghold,5,1,"townhall,10",19200,4200000,8400000,5880000,4320,80,
stronghold_Y,stronghold,1,1,"townhall,10",7200,1400000,2800000,1960000,360,5,"townhall,9"
stronghold_Y,stronghold,2,1,"townhall,10",9000,2100000,4200000,2940000,720,10,
stronghold_Y,stronghold,3,1,"townhall,10",10800,2800000,5600000,3920000,1080,20,
stronghold_Y,stronghold,4,1,"townhall,10",14400,3500000,7000000,4900000,3240,40,
stronghold_Y,stronghold,5,1,"townhall,10",19200,4200000,8400000,5880000,4320,80,
stronghold_Z,stronghold,1,1,"townhall,10",7200,1400000,2800000,1960000,360,5,"townhall,9"
stronghold_Z,stronghold,2,1,"townhall,10",9000,2100000,4200000,2940000,720,10,
stronghold_Z,stronghold,3,1,"townhall,10",10800,2800000,5600000,3920000,1080,20,
stronghold_Z,stronghold,4,1,"townhall,10",14400,3500000,7000000,4900000,3240,40,
stronghold_Z,stronghold,5,1,"townhall,10",19200,4200000,8400000,5880000,4320,80,
stronghold_AA,stronghold,1,1,"townhall,11",7200,3640000,2600000,5200000,360,5,"townhall,10"
stronghold_AA,stronghold,2,1,"townhall,11",9000,5460000,3900000,7800000,720,10,
stronghold_AA,stronghold,3,1,"townhall,11",10800,7280000,5200000,10400000,1080,20,
stronghold_AA,stronghold,4,1,"townhall,11",14400,9100000,6500000,13000000,3240,40,
stronghold_AA,stronghold,5,1,"townhall,11",19200,10920000,7800000,15600000,4320,80,
stronghold_AB,stronghold,1,1,"townhall,11",7200,3640000,2600000,5200000,360,5,"townhall,10"
stronghold_AB,stronghold,2,1,"townhall,11",9000,5460000,3900000,7800000,720,10,
stronghold_AB,stronghold,3,1,"townhall,11",10800,7280000,5200000,10400000,1080,20,
stronghold_AB,stronghold,4,1,"townhall,11",14400,9100000,6500000,13000000,3240,40,
stronghold_AB,stronghold,5,1,"townhall,11",19200,10920000,7800000,15600000,4320,80,
stronghold_AC,stronghold,1,1,"townhall,11",7200,3640000,2600000,5200000,360,5,"townhall,10"
stronghold_AC,stronghold,2,1,"townhall,11",9000,5460000,3900000,7800000,720,10,
stronghold_AC,stronghold,3,1,"townhall,11",10800,7280000,5200000,10400000,1080,20,
stronghold_AC,stronghold,4,1,"townhall,11",14400,9100000,6500000,13000000,3240,40,
stronghold_AC,stronghold,5,1,"townhall,11",19200,10920000,7800000,15600000,4320,80,
stronghold_AD,stronghold,1,1,"townhall,11",7200,3640000,2600000,5200000,360,5,"townhall,10"
stronghold_AD,stronghold,2,1,"townhall,11",9000,5460000,3900000,7800000,720,10,
stronghold_AD,stronghold,3,1,"townhall,11",10800,7280000,5200000,10400000,1080,20,
stronghold_AD,stronghold,4,1,"townhall,11",14400,9100000,6500000,13000000,3240,40,
stronghold_AD,stronghold,5,1,"townhall,11",19200,10920000,7800000,15600000,4320,80,
stronghold_AE,stronghold,1,1,"townhall,11",7200,3640000,2600000,5200000,360,5,"townhall,10"
stronghold_AE,stronghold,2,1,"townhall,11",9000,5460000,3900000,7800000,720,10,
stronghold_AE,stronghold,3,1,"townhall,11",10800,7280000,5200000,10400000,1080,20,
stronghold_AE,stronghold,4,1,"townhall,11",14400,9100000,6500000,13000000,3240,40,
stronghold_AE,stronghold,5,1,"townhall,11",19200,10920000,7800000,15600000,4320,80,
stronghold_AF,stronghold,1,1,"townhall,11",7200,3640000,2600000,5200000,360,5,"townhall,10"
