level,rarity,type,gold,food,lumber,marble,steel,crystal,duration
27,3,rock,0,0.8,0.38,0.26,0.26,0,0.08
28,3,paper,0,0.8,0.26,0.26,0.38,0,0.08
28,3,scissors,0,0.8,0.26,0.38,0.26,0,0.08
28,3,rock,0,0.8,0.38,0.26,0.26,0,0.08
29,3,paper,0,0.8,0.26,0.26,0.38,0,0.08
29,3,scissors,0,0.8,0.26,0.38,0.26,0,0.08
29,3,rock,0,0.8,0.38,0.26,0.26,0,0.08
30,3,paper,0,0.8,0.26,0.26,0.38,0,0.08
30,3,scissors,0,0.8,0.26,0.38,0.26,0,0.08
30,3,rock,0,0.8,0.38,0.26,0.26,0,0.08
31,3,paper,0,0.7,0.22,0.22,0.34,0,0.08
31,3,scissors,0,0.7,0.22,0.34,0.22,0,0.08
31,3,rock,0,0.7,0.34,0.22,0.22,0,0.08
32,3,paper,0,0.7,0.22,0.22,0.34,0,0.08
32,3,scissors,0,0.7,0.22,0.34,0.22,0,0.08
32,3,rock,0,0.7,0.34,0.22,0.22,0,0.08
33,3,paper,0,0.7,0.22,0.22,0.34,0,0.08
33,3,scissors,0,0.7,0.22,0.34,0.22,0,0.08
33,3,rock,0,0.7,0.34,0.22,0.22,0,0.08
34,3,paper,0,0.7,0.22,0.22,0.34,0,0.08
34,3,scissors,0,0.7,0.22,0.34,0.22,0,0.08
34,3,rock,0,0.7,0.34,0.22,0.22,0,0.08
35,3,paper,0,0.7,0.22,0.22,0.34,0,0.08
35,3,scissors,0,0.7,0.22,0.34,0.22,0,0.08
35,3,rock,0,0.7,0.34,0.22,0.22,0,0.08
36,3,paper,0,0.6,0.19,0.19,0.29,0,0.08
36,3,scissors,0,0.6,0.19,0.29,0.19,0,0.08
36,3,rock,0,0.6,0.29,0.19,0.19,0,0.08
37,3,paper,0,0.6,0.19,0.19,0.29,0,0.08
37,3,scissors,0,0.6,0.19,0.29,0.19,0,0.08
37,3,rock,0,0.6,0.29,0.19,0.19,0,0.08
38,3,paper,0,0.6,0.19,0.19,0.29,0,0.08
38,3,scissors,0,0.6,0.19,0.29,0.19,0,0.08
38,3,rock,0,0.6,0.29,0.19,0.19,0,0.08
39,3,paper,0,0.6,0.19,0.19,0.29,0,0.08
39,3,scissors,0,0.6,0.19,0.29,0.19,0,0.08
39,3,rock,0,0.6,0.29,0.19,0.19,0,0.08
40,3,paper,0,0.6,0.19,0.19,0.29,0,0.08
40,3,scissors,0,0.6,0.19,0.29,0.19,0,0.08
