name,type,level,fieldlevel,unlock_condition,duration,lumber,marble,steel,durability,force,unlock_show
storage_marble,storage_marble,7,1,"armycamp_A,7",28800,725000,507500,362500,4800,0,
tribute_gold_A,tribute_gold,7,1,"durability_up_building,7",28800,362500,725000,507500,1500,0,
tribute_gold_B,tribute_gold,7,1,"durability_up_building,7",28800,507500,362500,725000,1500,0,
townhall,townhall,8,1,"storage_food,7",144000,3900000,2730000,1950000,24000,0,
paper_dominant_up_building,paper_dominant_up,1,1,"townhall,8",600,195000,136500,97500,180,0,"townhall,7"
paper_dominant_up_building,paper_dominant_up,2,1,"produce_lumber_A,8",1800,292500,204800,146300,360,0,
paper_dominant_up_building,paper_dominant_up,3,1,"produce_lumber_B,8",3600,175500,351000,245700,540,0,
paper_dominant_up_building,paper_dominant_up,4,1,"produce_lumber_C,8",7200,273000,195000,390000,810,0,
paper_dominant_up_building,paper_dominant_up,5,1,"produce_lumber_A,8",14400,585000,409500,292500,1080,0,
paper_dominant_up_building,paper_dominant_up,6,1,"produce_lumber_A,8",21600,780000,1560000,1092000,1440,0,
paper_dominant_up_building,paper_dominant_up,7,1,"produce_lumber_A,8",28800,1560000,1092000,780000,1800,0,
paper_dominant_up_building,paper_dominant_up,8,1,"produce_lumber_B,8",57600,1560000,1092000,780000,2250,0,
scissors_dominant_up_building,scissors_dominant_up,1,1,"townhall,8",600,136500,97500,195000,180,0,"townhall,7"
scissors_dominant_up_building,scissors_dominant_up,2,1,"produce_steel_A,8",1800,292500,204800,146300,360,0,
scissors_dominant_up_building,scissors_dominant_up,3,1,"produce_steel_B,8",3600,175500,351000,245700,540,0,
scissors_dominant_up_building,scissors_dominant_up,4,1,"produce_steel_C,8",7200,273000,195000,390000,810,0,
scissors_dominant_up_building,scissors_dominant_up,5,1,"produce_steel_A,8",14400,585000,409500,292500,1080,0,
scissors_dominant_up_building,scissors_dominant_up,6,1,"produce_steel_A,8",21600,1560000,1092000,780000,1440,0,
scissors_dominant_up_building,scissors_dominant_up,7,1,"produce_steel_A,8",28800,780000,1560000,1092000,1800,0,
scissors_dominant_up_building,scissors_dominant_up,8,1,"produce_steel_B,8",57600,780000,1560000,1092000,2250,0,
rock_dominant_up_building,rock_dominant_up,1,1,"townhall,8",600,195000,136500,97500,180,0,"townhall,7"
rock_dominant_up_building,rock_dominant_up,2,1,"produce_marble_A,8",1800,292500,204800,146300,360,0,
rock_dominant_up_building,rock_dominant_up,3,1,"produce_marble_B,8",3600,175500,351000,245700,540,0,
rock_dominant_up_building,rock_dominant_up,4,1,"produce_marble_C,8",7200,273000,195000,390000,810,0,
rock_dominant_up_building,rock_dominant_up,5,1,"produce_marble_A,8",14400,585000,409500,292500,1080,0,
rock_dominant_up_building,rock_dominant_up,6,1,"produce_marble_A,8",21600,780000,1560000,1092000,1440,0,
rock_dominant_up_building,rock_dominant_up,7,1,"produce_marble_A,8",28800,1092000,780000,1560000,1800,0,
rock_dominant_up_building,rock_dominant_up,8,1,"produce_marble_B,8",57600,1092000,780000,1560000,2250,0,
armycamp_E,armycamp,1,1,"townhall,8",4800,780000,546000,390000,480,0,"townhall,7"
armycamp_E,armycamp,2,1,"townhall,8",6000,1170000,819000,585000,960,0,
armycamp_E,armycamp,3,1,"townhall,8",12000,1560000,1092000,780000,1440,0,
armycamp_E,armycamp,4,1,"townhall,8",16200,975000,1950000,1365000,2160,0,
armycamp_E,armycamp,5,1,"townhall,8",19440,1638000,1170000,2340000,2880,0,
armycamp_E,armycamp,6,1,"townhall,8",29160,2925000,2047500,1462500,3840,0,
armycamp_E,armycamp,7,1,"townhall,8",43200,1560000,3120000,2184000,4800,0,
armycamp_E,armycamp,8,1,"townhall,8",84000,2320500,1657500,3315000,6000,0,
armycamp_A,armycamp,8,1,"townhall,8",84000,2340000,1638000,1170000,6000,0,
armycamp_B,armycamp,8,1,"townhall,8",84000,1170000,2340000,1638000,6000,0,
armycamp_C,armycamp,8,1,"townhall,8",84000,2047500,1462500,2925000,6000,0,
armycamp_D,armycamp,8,1,"townhall,8",84000,2925000,2047500,1462500,6000,0,
hero_attack_up_building,hero_attack_up,8,1,"armycamp_E,8",91125,1950000,1365000,975000,3000,0,
hero_defence_up_building,hero_defence_up,8,1,"armycamp_E,8",91125,1950000,1365000,975000,3000,0,
durability_up_building,durability_up,8,1,"hero_defence_up_building,8",108000,1950000,1365000,975000,3000,0,
siege_up_building,siege_up,8,1,"march_speed_up_building,8",72900,2925000,2047500,1462500,3000,0,
march_speed_up_building,march_speed_up,8,1,"produce_food_A,8",72900,2925000,2047500,1462500,3000,0,
produce_lumber_A,produce_lumber,8,1,"townhall,8",19200,780000,546000,390000,1500,0,
produce_lumber_B,produce_lumber,8,1,"townhall,8",19200,390000,780000,546000,1500,0,
produce_lumber_C,produce_lumber,8,1,"townhall,8",19200,546000,390000,780000,1500,0,
produce_steel_A,produce_steel,8,1,"townhall,8",19200,780000,546000,390000,1500,0,
produce_steel_B,produce_steel,8,1,"townhall,8",19200,390000,780000,546000,1500,0,
