skill_id,audio_skill_cast,audio_skill_hit,audio_skill_move
hero_568_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_568_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_569_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_570_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_571_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_571_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_571_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_571_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_571_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_572_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_573_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_574_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_574_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_574_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_574_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_574_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_575_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_576_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_577_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_577_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_577_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_577_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_577_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_578_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_579_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_580_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_580_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_580_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_580_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_580_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_580_skill_6,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_581_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_582_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_583_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_583_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_583_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_583_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_583_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_583_skill_6,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_584_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_585_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_586_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_586_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_586_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_586_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_586_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_586_skill_6,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_587_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_588_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_589_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
