name,force,interval,gem,gold,lumber,marble,steel,food,crystal
tribute_401,119385,3,0,28,190400,38100,38100,38100,0
tribute_402,119385,3,0,28,38100,190400,38100,38100,0
tribute_403,119385,3,0,28,38100,38100,190400,38100,0
tribute_404,119385,3,0,28,38100,38100,38100,76200,0
tribute_405,119385,3,0,28,190400,38100,38100,38100,0
tribute_406,119385,3,0,28,38100,190400,38100,38100,0
tribute_407,119385,3,0,28,38100,38100,190400,38100,0
tribute_408,119385,3,0,28,38100,38100,38100,76200,0
tribute_409,119385,3,0,28,190400,38100,38100,38100,0
tribute_410,119385,3,0,28,38100,190400,38100,38100,0
tribute_411,119385,3,0,28,38100,38100,190400,38100,0
tribute_412,119385,3,0,28,38100,38100,38100,76200,0
tribute_413,119385,3,0,28,190400,38100,38100,38100,0
tribute_414,119385,3,0,28,38100,190400,38100,38100,0
tribute_415,119385,3,0,28,38100,38100,190400,38100,0
tribute_416,119385,3,0,28,38100,38100,38100,76200,0
tribute_417,119385,3,0,28,190400,38100,38100,38100,0
tribute_418,119385,3,0,28,38100,190400,38100,38100,0
tribute_419,119385,3,0,28,38100,38100,190400,38100,0
tribute_420,119385,3,0,28,38100,38100,38100,76200,0
tribute_421,119385,3,0,28,190400,38100,38100,38100,0
tribute_422,119385,3,0,28,38100,190400,38100,38100,0
tribute_423,119385,3,0,28,38100,38100,190400,38100,0
tribute_424,119385,3,0,28,38100,38100,38100,76200,0
tribute_425,119385,3,0,28,190400,38100,38100,38100,0
tribute_426,119385,3,0,28,38100,190400,38100,38100,0
tribute_427,119385,3,0,28,38100,38100,190400,38100,0
tribute_428,119385,3,0,28,38100,38100,38100,76200,0
tribute_429,119385,3,0,28,190400,38100,38100,38100,0
tribute_430,119385,3,0,28,38100,190400,38100,38100,0
tribute_431,119385,3,0,28,38100,38100,190400,38100,0
tribute_432,119385,3,0,28,38100,38100,38100,76200,0
tribute_433,119385,3,0,28,190400,38100,38100,38100,0
tribute_434,119385,3,0,28,38100,190400,38100,38100,0
tribute_435,119385,3,0,28,38100,38100,190400,38100,0
tribute_436,119385,3,0,28,38100,38100,38100,76200,0
tribute_437,275585,3,0,39,225000,45000,45000,45000,0
tribute_438,275585,3,0,39,45000,225000,45000,45000,0
tribute_439,275585,3,0,39,45000,45000,225000,45000,0
tribute_440,275585,3,0,39,45000,45000,45000,90000,0
tribute_441,275585,3,0,39,225000,45000,45000,45000,0
tribute_442,275585,3,0,39,45000,225000,45000,45000,0
tribute_443,275585,3,0,39,45000,45000,225000,45000,0
tribute_444,275585,3,0,39,45000,45000,45000,90000,0
tribute_445,275585,3,0,39,225000,45000,45000,45000,0
tribute_446,275585,3,0,39,45000,225000,45000,45000,0
tribute_447,275585,3,0,39,45000,45000,225000,45000,0
tribute_448,275585,3,0,39,45000,45000,45000,90000,0
tribute_449,275585,3,0,39,225000,45000,45000,45000,0
tribute_450,275585,3,0,39,45000,225000,45000,45000,0
