skill_id,audio_skill_cast,audio_skill_hit,audio_skill_move
hero_589_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_589_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_589_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_589_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_589_skill_6,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_590_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_591_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_592_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_592_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_592_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_592_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_592_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_592_skill_6,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_593_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_594_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_595_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_595_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_595_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_595_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_595_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_595_skill_6,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_596_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_597_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_598_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_598_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_598_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_598_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_598_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_598_skill_6,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_599_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_600_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_601_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_601_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_601_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_601_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_601_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_601_skill_6,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_602_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_603_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_604_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_604_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_604_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_604_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_604_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_604_skill_6,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_605_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_606_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_607_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_607_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_607_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
