hero,point,root,x,y,z
hero_581,skill_last.head,,0,1.9,-0.2
hero_581,skill_last.body,,0,0.7,-0.2
hero_581,skill_last.foot,,0,0,-0.2
hero_581,skill_hit.head,,0,1.9,0
hero_581,skill_hit.body,,0,0.7,0
hero_581,skill_hit.foot,,0,0,0
hero_581,health,,0,0,0
hero_581,friend,,0,0,0
hero_581,enemy,,0,0,0
hero_581,cast,Hmale02,0,0,0
hero_581,fly,,0,0,0
hero_581,idle,,0,0,0
hero_581,lose,,0,0,0
hero_581,win,,0,0,0
hero_581,move,,0,0,0
hero_582,skill_last.head,,0,1.9,-0.2
hero_582,skill_last.body,,0,0.7,-0.2
hero_582,skill_last.foot,,0,0,-0.2
hero_582,skill_hit.head,,0,1.9,0
hero_582,skill_hit.body,,0,0.7,0
hero_582,skill_hit.foot,,0,0,0
hero_582,health,,0,0,0
hero_582,friend,,0,0,0
hero_582,enemy,,0,0,0
hero_582,cast,Hmale02,0,0,0
hero_582,fly,,0,0,0
hero_582,idle,,0,0,0
hero_582,lose,,0,0,0
hero_582,win,,0,0,0
hero_582,move,,0,0,0
hero_583,skill_last.head,,0,1.9,-0.2
hero_583,skill_last.body,,0,0.7,-0.2
hero_583,skill_last.foot,,0,0,-0.2
hero_583,skill_hit.head,,0,1.9,0
hero_583,skill_hit.body,,0,0.7,0
hero_583,skill_hit.foot,,0,0,0
hero_583,health,,0,0,0
hero_583,friend,,0,0,0
hero_583,enemy,,0,0,0
hero_583,cast,Hmale02,0,0,0
hero_583,fly,,0,0,0
hero_583,idle,,0,0,0
hero_583,lose,,0,0,0
hero_583,win,,0,0,0
hero_583,move,,0,0,0
hero_584,skill_last.head,,0,1.9,-0.2
hero_584,skill_last.body,,0,0.7,-0.2
hero_584,skill_last.foot,,0,0,-0.2
hero_584,skill_hit.head,,0,1.9,0
hero_584,skill_hit.body,,0,0.7,0
