hero,point,root,x,y,z
hero_011,skill_hit.foot,,0,0,0
hero_011,health,,0,0,0
hero_011,friend,,0,0,0
hero_011,enemy,,0,0,0
hero_011,cast,Hmale02,0,0,0
hero_011,fly,,0,0,0
hero_011,idle,,0,0,0
hero_011,lose,,0,0,0
hero_011,win,,0,0,0
hero_011,move,,0,0,0
hero_101,skill_last.head,,0,1.9,-0.2
hero_101,skill_last.body,,0,0.7,-0.2
hero_101,skill_last.foot,,0,0,-0.2
hero_101,skill_hit.head,,0,1.9,0
hero_101,skill_hit.body,,0,0.7,0
hero_101,skill_hit.foot,,0,0,0
hero_101,health,,0,0,0
hero_101,friend,,0,0,0
hero_101,enemy,,0,0,0
hero_101,cast,Hmale02,0,0,0
hero_101,fly,,0,0,0
hero_101,idle,,0,0,0
hero_101,lose,,0,0,0
hero_101,win,,0,0,0
hero_101,move,,0,0,0
hero_108,skill_last.head,,0,1.9,-0.2
hero_108,skill_last.body,,0,0.7,-0.2
hero_108,skill_last.foot,,0,0,-0.2
hero_108,skill_hit.head,,0,1.9,0
hero_108,skill_hit.body,,0,0.7,0
hero_108,skill_hit.foot,,0,0,0
hero_108,health,,0,0,0
hero_108,friend,,0,0,0
hero_108,enemy,,0,0,0
hero_108,cast,Hmale02,0,0,0
hero_108,fly,,0,0,0
hero_108,idle,,0,0,0
hero_108,lose,,0,0,0
hero_108,win,,0,0,0
hero_108,move,,0,0,0
hero_105,skill_last.head,,0,1.9,-0.2
hero_105,skill_last.body,,0,0.7,-0.2
hero_105,skill_last.foot,,0,0,-0.2
hero_105,skill_hit.head,,0,1.9,0
hero_105,skill_hit.body,,0,0.7,0
hero_105,skill_hit.foot,,0,0,0
hero_105,health,,0,0,0
hero_105,friend,,0,0,0
hero_105,enemy,,0,0,0
hero_105,cast,Hmale02,0,0,0
