name,type,level,fieldlevel,unlock_condition,duration,lumber,marble,steel,durability,force,unlock_show
produce_steel_C,produce_steel,2,1,"townhall,3",60,12800,0,6400,240,0,
produce_steel_C,produce_steel,3,1,"townhall,3",300,12800,9000,6400,360,0,
storage_food,storage_food,3,1,"tribute_gold_A,3",600,12800,9000,6400,1440,0,
storage_lumber,storage_lumber,3,1,"armycamp_A,3",600,12800,9000,6400,1440,0,
storage_steel,storage_steel,3,1,"armycamp_A,3",600,12800,9000,6400,1440,0,
storage_marble,storage_marble,2,1,"produce_marble_A,3",120,6800,4800,9600,960,0,
storage_marble,storage_marble,3,1,"armycamp_A,3",600,12800,9000,6400,1440,0,
tribute_gold_A,tribute_gold,1,1,"townhall,3",300,3200,6400,4500,150,0,"townhall,2"
tribute_gold_A,tribute_gold,2,1,"armycamp_A,3",600,6800,4800,9600,300,0,
tribute_gold_A,tribute_gold,3,1,"armycamp_A,3",1200,12800,9000,6400,450,0,
townhall,townhall,4,1,"storage_marble,3",6000,78400,56000,112000,4320,0,
armycamp_C,armycamp,1,1,"townhall,4",600,19600,14000,28000,480,0,"townhall,3"
armycamp_C,armycamp,2,1,"townhall,4",1200,29400,21000,42000,960,0,
armycamp_C,armycamp,3,1,"townhall,4",2400,39200,28000,56000,1440,0,
armycamp_C,armycamp,4,1,"townhall,4",4800,49000,35000,70000,2160,0,
armycamp_B,armycamp,4,1,"townhall,4",4800,49000,35000,70000,2160,0,
armycamp_A,armycamp,4,1,"townhall,4",4800,49000,35000,70000,2160,0,
hero_attack_up_building,hero_attack_up,1,1,"armycamp_A,4",750,4900,3500,7000,240,0,"townhall,3"
hero_attack_up_building,hero_attack_up,2,1,"armycamp_A,4",2250,10500,7400,5300,480,0,
hero_attack_up_building,hero_attack_up,3,1,"armycamp_A,4",4500,6300,12600,8900,720,0,
hero_attack_up_building,hero_attack_up,4,1,"armycamp_C,4",9000,9800,7000,14000,1080,0,
hero_defence_up_building,hero_defence_up,1,1,"armycamp_B,4",750,7000,4900,3500,240,0,"townhall,3"
hero_defence_up_building,hero_defence_up,2,1,"armycamp_B,4",2250,5300,10500,7400,480,0,
hero_defence_up_building,hero_defence_up,3,1,"armycamp_B,4",4500,6300,12600,8900,720,0,
hero_defence_up_building,hero_defence_up,4,1,"armycamp_C,4",9000,7000,14000,9800,1080,0,
produce_lumber_A,produce_lumber,4,1,"townhall,4",600,28000,19600,14000,540,0,
produce_lumber_B,produce_lumber,4,1,"townhall,4",600,14000,28000,19600,540,0,
produce_lumber_C,produce_lumber,4,1,"townhall,4",600,14000,28000,19600,540,0,
produce_steel_A,produce_steel,4,1,"townhall,4",600,14000,28000,19600,540,0,
produce_steel_B,produce_steel,4,1,"townhall,4",600,14000,28000,19600,540,0,
produce_steel_C,produce_steel,4,1,"townhall,4",600,14000,28000,19600,540,0,
produce_food_A,produce_food,4,1,"townhall,4",600,14000,28000,19600,540,0,
produce_food_B,produce_food,4,1,"townhall,4",600,14000,28000,19600,540,0,
produce_food_C,produce_food,4,1,"townhall,4",600,14000,28000,19600,540,0,
produce_marble_A,produce_marble,4,1,"townhall,4",600,14000,28000,19600,540,0,
produce_marble_B,produce_marble,4,1,"townhall,4",600,14000,28000,19600,540,0,
produce_marble_C,produce_marble,4,1,"townhall,4",600,19600,14000,28000,540,0,
storage_lumber,storage_lumber,4,1,"armycamp_B,4",2400,28000,19600,14000,2160,0,
storage_steel,storage_steel,4,1,"armycamp_B,4",2400,19600,14000,28000,2160,0,
storage_food,storage_food,4,1,"tribute_gold_A,4",2400,19600,14000,28000,2160,0,
storage_marble,storage_marble,4,1,"armycamp_B,4",2400,19600,14000,28000,2160,0,
tribute_gold_A,tribute_gold,4,1,"hero_attack_up_building,4",4800,24500,17500,35000,675,0,
townhall,townhall,5,1,"storage_food,4",29160,207900,148500,297000,8640,0,
tribute_gold_B,tribute_gold,1,1,"townhall,5",600,23100,16500,33000,150,0,"townhall,4"
tribute_gold_B,tribute_gold,2,1,"townhall,5",1200,27800,19800,39600,300,0,
tribute_gold_B,tribute_gold,3,1,"townhall,5",2400,37000,26400,52800,450,0,
tribute_gold_B,tribute_gold,4,1,"townhall,5",4800,46200,33000,66000,675,0,
tribute_gold_B,tribute_gold,5,1,"hero_defence_up_building,5",9600,57800,41300,82500,900,0,
march_speed_up_building,march_speed_up,1,1,"townhall,5",4800,69300,49500,99000,240,0,"townhall,4"
march_speed_up_building,march_speed_up,2,1,"produce_food_A,5",7200,132000,92400,66000,480,0,
