hero,index,step,end_delay,target
hero_601,skill_1_1,cast,0.2,foot
hero_601,skill_1_1,fly,0.2,head
hero_601,skill_1_1,hit,0.2,foot
hero_602,skill_1_1,cast,0.2,foot
hero_602,skill_1_1,fly,0.2,head
hero_602,skill_1_1,hit,0.2,foot
hero_603,skill_1_1,cast,0.2,foot
hero_603,skill_1_1,fly,0.2,head
hero_603,skill_1_1,hit,0.2,foot
hero_604,skill_1_1,cast,0.2,foot
hero_604,skill_1_1,fly,0.2,head
hero_604,skill_1_1,hit,0.2,foot
hero_605,skill_1_1,cast,0.2,foot
hero_605,skill_1_1,fly,0.2,head
hero_605,skill_1_1,hit,0.2,foot
hero_606,skill_1_1,cast,0.2,foot
hero_606,skill_1_1,fly,0.2,head
hero_606,skill_1_1,hit,0.2,foot
hero_607,skill_1_1,cast,0.2,foot
hero_607,skill_1_1,fly,0.2,head
hero_607,skill_1_1,hit,0.2,foot
hero_608,skill_1_1,cast,0.2,foot
hero_608,skill_1_1,fly,0.2,head
hero_608,skill_1_1,hit,0.2,foot
hero_609,skill_1_1,cast,0.2,foot
hero_609,skill_1_1,fly,0.2,head
hero_609,skill_1_1,hit,0.2,foot
hero_610,skill_1_1,cast,0.2,foot
hero_610,skill_1_1,fly,0.2,head
hero_610,skill_1_1,hit,0.2,foot
hero_611,skill_1_1,cast,0.2,foot
hero_611,skill_1_1,fly,0.2,head
hero_611,skill_1_1,hit,0.2,foot
hero_612,skill_1_1,cast,0.2,foot
hero_612,skill_1_1,fly,0.2,head
hero_612,skill_1_1,hit,0.2,foot
hero_613,skill_1_1,cast,0.2,foot
hero_613,skill_1_1,fly,0.2,head
hero_613,skill_1_1,hit,0.2,foot
hero_614,skill_1_1,cast,0.2,foot
hero_614,skill_1_1,fly,0.2,head
hero_614,skill_1_1,hit,0.2,foot
hero_615,skill_1_1,cast,0.2,foot
hero_615,skill_1_1,fly,0.2,head
hero_615,skill_1_1,hit,0.2,foot
hero_616,skill_1_1,cast,0.2,foot
hero_616,skill_1_1,fly,0.2,head
hero_616,skill_1_1,hit,0.2,foot
hero_617,skill_1_1,cast,0.2,foot
hero_617,skill_1_1,fly,0.2,head
