id,chapter,type,name,level,amount,rarity,force,produce,times,gem,gold,food,lumber,marble,steel,crystal,hero_fragments,points_limit,locale_desc,unlock_id,switch_daily
201,12,specify_building_level,march_speed_up_building,12,,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_201_desc,0,
202,12,specify_building_level,siege_up_building,12,,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_202_desc,0,
203,12,specify_building_level,hero_attack_up_building,12,,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_203_desc,0,
204,12,specify_building_level,hero_defence_up_building,12,,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_204_desc,0,
205,12,specify_building_level,durability_up_building,12,,,,,,,0,3392850,6785700,6785700,6785700,,,1,chapter_task_205_desc,0,
206,12,specify_building_level,paper_dominant_up_building,12,,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_206_desc,0,
207,12,pvp_times,,,,,,,5,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_207_desc,0,
208,12,building_level,storage_lumber,12,,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_208_desc,0,
209,12,building_level,storage_food,12,,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_209_desc,0,
210,12,building_level,storage_steel,12,,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_210_desc,0,
211,12,building_level,storage_marble,12,,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_211_desc,0,
212,12,stronghold_amount,stronghold,,15,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_212_desc,0,
213,12,attack_npccity,,,,,,,10,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_213_desc,0,
214,12,specify_building_level,tribute_gold_B,12,,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_214_desc,0,
