hero,point,root,x,y,z
hero_534,skill_hit.foot,,0,0,0
hero_534,health,,0,0,0
hero_534,friend,,0,0,0
hero_534,enemy,,0,0,0
hero_534,cast,Hmale02,0,0,0
hero_534,fly,,0,0,0
hero_534,idle,,0,0,0
hero_534,lose,,0,0,0
hero_534,win,,0,0,0
hero_534,move,,0,0,0
hero_535,skill_last.head,,0,1.9,-0.2
hero_535,skill_last.body,,0,0.7,-0.2
hero_535,skill_last.foot,,0,0,-0.2
hero_535,skill_hit.head,,0,1.9,0
hero_535,skill_hit.body,,0,0.7,0
hero_535,skill_hit.foot,,0,0,0
hero_535,health,,0,0,0
hero_535,friend,,0,0,0
hero_535,enemy,,0,0,0
hero_535,cast,Hmale02,0,0,0
hero_535,fly,,0,0,0
hero_535,idle,,0,0,0
hero_535,lose,,0,0,0
hero_535,win,,0,0,0
hero_535,move,,0,0,0
hero_536,skill_last.head,,0,1.9,-0.2
hero_536,skill_last.body,,0,0.7,-0.2
hero_536,skill_last.foot,,0,0,-0.2
hero_536,skill_hit.head,,0,1.9,0
hero_536,skill_hit.body,,0,0.7,0
hero_536,skill_hit.foot,,0,0,0
hero_536,health,,0,0,0
hero_536,friend,,0,0,0
hero_536,enemy,,0,0,0
hero_536,cast,Hmale02,0,0,0
hero_536,fly,,0,0,0
hero_536,idle,,0,0,0
hero_536,lose,,0,0,0
hero_536,win,,0,0,0
hero_536,move,,0,0,0
hero_537,skill_last.head,,0,1.9,-0.2
hero_537,skill_last.body,,0,0.7,-0.2
hero_537,skill_last.foot,,0,0,-0.2
hero_537,skill_hit.head,,0,1.9,0
hero_537,skill_hit.body,,0,0.7,0
hero_537,skill_hit.foot,,0,0,0
hero_537,health,,0,0,0
hero_537,friend,,0,0,0
hero_537,enemy,,0,0,0
hero_537,cast,Hmale02,0,0,0
