hero,animation,function,time
hero_109,attack,ActionEnd,1.3
hero_109,attack,AudioPlay,0.4
hero_109,attack,ActionPlay,0.3
hero_109,skill,AudioPlay,0.4
hero_109,skill,ActionPlay,0.5
hero_109,victor,ActionPlay,0.2
hero_109,failed,ActionPlay,0.2
hero_109,failed,ActionEnd,0.2
hero_202,attack,ActionEnd,1.3
hero_202,attack,AudioPlay,0.4
hero_202,attack,ActionPlay,0.3
hero_202,skill,AudioPlay,0.4
hero_202,skill,ActionPlay,0.5
hero_202,victor,ActionPlay,0.2
hero_202,failed,ActionPlay,0.2
hero_202,failed,ActionEnd,0.2
hero_010,attack,ActionEnd,1.3
hero_010,attack,AudioPlay,0.4
hero_010,attack,ActionPlay,0.3
hero_010,skill,AudioPlay,0.4
hero_010,skill,ActionPlay,0.5
hero_010,victor,ActionPlay,0.2
hero_010,failed,ActionPlay,0.2
hero_010,failed,ActionEnd,0.2
hero_207,attack,ActionEnd,1.3
hero_207,attack,AudioPlay,0.4
hero_207,attack,ActionPlay,0.3
hero_207,skill,AudioPlay,0.4
hero_207,skill,ActionPlay,0.5
hero_207,victor,ActionPlay,0.2
hero_207,failed,ActionPlay,0.2
hero_207,failed,ActionEnd,0.2
hero_007,attack,ActionEnd,1.3
hero_007,attack,AudioPlay,0.4
hero_007,attack,ActionPlay,0.3
hero_007,skill,AudioPlay,0.4
hero_007,skill,ActionPlay,0.5
hero_007,victor,ActionPlay,0.2
hero_007,failed,ActionPlay,0.2
hero_007,failed,ActionEnd,0.2
hero_208,attack,ActionEnd,1.3
hero_208,attack,AudioPlay,0.4
hero_208,attack,ActionPlay,0.3
hero_208,skill,AudioPlay,0.4
hero_208,skill,ActionPlay,0.5
hero_208,victor,ActionPlay,0.2
hero_208,failed,ActionPlay,0.2
hero_208,failed,ActionEnd,0.2
hero_112,attack,ActionEnd,1.3
hero_112,attack,AudioPlay,0.4
