name,force,interval,gem,gold,lumber,marble,steel,food,crystal
tribute_651,625265,3,0,57,53200,53200,265900,53200,0
tribute_652,625265,3,0,57,53200,53200,53200,106400,0
tribute_653,625265,3,0,57,265900,53200,53200,53200,0
tribute_654,625265,3,0,57,53200,265900,53200,53200,0
tribute_655,625265,3,0,57,53200,53200,265900,53200,0
tribute_656,625265,3,0,57,53200,53200,53200,106400,0
tribute_657,625265,3,0,57,265900,53200,53200,53200,0
tribute_658,625265,3,0,57,53200,265900,53200,53200,0
tribute_659,625265,3,0,57,53200,53200,265900,53200,0
tribute_660,625265,3,0,57,53200,53200,53200,106400,0
tribute_661,625265,3,0,57,265900,53200,53200,53200,0
tribute_662,625265,3,0,57,53200,265900,53200,53200,0
tribute_663,625265,3,0,57,53200,53200,265900,53200,0
tribute_664,625265,3,0,57,53200,53200,53200,106400,0
tribute_665,625265,3,0,57,265900,53200,53200,53200,0
tribute_666,625265,3,0,57,53200,265900,53200,53200,0
tribute_667,625265,3,0,57,53200,53200,265900,53200,0
tribute_668,625265,3,0,57,53200,53200,53200,106400,0
tribute_669,625265,3,0,57,265900,53200,53200,53200,0
tribute_670,625265,3,0,57,53200,265900,53200,53200,0
tribute_671,625265,3,0,57,53200,53200,265900,53200,0
tribute_672,625265,3,0,57,53200,53200,53200,106400,0
tribute_673,625265,3,0,57,265900,53200,53200,53200,0
tribute_674,625265,3,0,57,53200,265900,53200,53200,0
tribute_675,625265,3,0,57,53200,53200,265900,53200,0
tribute_676,625265,3,0,57,53200,53200,53200,106400,0
tribute_677,625265,3,0,57,265900,53200,53200,53200,0
tribute_678,625265,3,0,57,53200,265900,53200,53200,0
tribute_679,625265,3,0,57,53200,53200,265900,53200,0
tribute_680,625265,3,0,57,53200,53200,53200,106400,0
tribute_681,625265,3,0,57,265900,53200,53200,53200,0
tribute_682,625265,3,0,57,53200,265900,53200,53200,0
tribute_683,625265,3,0,57,53200,53200,265900,53200,0
tribute_684,625265,3,0,57,53200,53200,53200,106400,0
tribute_685,625265,3,0,57,265900,53200,53200,53200,0
tribute_686,625265,3,0,57,53200,265900,53200,53200,0
tribute_687,625265,3,0,57,53200,53200,265900,53200,0
tribute_688,625265,3,0,57,53200,53200,53200,106400,0
tribute_689,625265,3,0,57,265900,53200,53200,53200,0
tribute_690,625265,3,0,57,53200,265900,53200,53200,0
tribute_691,625265,3,0,57,53200,53200,265900,53200,0
tribute_692,625265,3,0,57,53200,53200,53200,106400,0
tribute_693,625265,3,0,57,265900,53200,53200,53200,0
tribute_694,625265,3,0,57,53200,265900,53200,53200,0
tribute_695,625265,3,0,57,53200,53200,265900,53200,0
tribute_696,625265,3,0,57,53200,53200,53200,106400,0
tribute_697,625265,3,0,57,265900,53200,53200,53200,0
tribute_698,625265,3,0,57,53200,265900,53200,53200,0
tribute_699,625265,3,0,57,53200,53200,265900,53200,0
tribute_700,625265,3,0,57,53200,53200,53200,106400,0
