hero,point,root,x,y,z
hero_554,skill_hit.foot,,0,0,0
hero_554,health,,0,0,0
hero_554,friend,,0,0,0
hero_554,enemy,,0,0,0
hero_554,cast,Hmale02,0,0,0
hero_554,fly,,0,0,0
hero_554,idle,,0,0,0
hero_554,lose,,0,0,0
hero_554,win,,0,0,0
hero_554,move,,0,0,0
hero_555,skill_last.head,,0,1.9,-0.2
hero_555,skill_last.body,,0,0.7,-0.2
hero_555,skill_last.foot,,0,0,-0.2
hero_555,skill_hit.head,,0,1.9,0
hero_555,skill_hit.body,,0,0.7,0
hero_555,skill_hit.foot,,0,0,0
hero_555,health,,0,0,0
hero_555,friend,,0,0,0
hero_555,enemy,,0,0,0
hero_555,cast,Hmale02,0,0,0
hero_555,fly,,0,0,0
hero_555,idle,,0,0,0
hero_555,lose,,0,0,0
hero_555,win,,0,0,0
hero_555,move,,0,0,0
hero_556,skill_last.head,,0,1.9,-0.2
hero_556,skill_last.body,,0,0.7,-0.2
hero_556,skill_last.foot,,0,0,-0.2
hero_556,skill_hit.head,,0,1.9,0
hero_556,skill_hit.body,,0,0.7,0
hero_556,skill_hit.foot,,0,0,0
hero_556,health,,0,0,0
hero_556,friend,,0,0,0
hero_556,enemy,,0,0,0
hero_556,cast,Hmale02,0,0,0
hero_556,fly,,0,0,0
hero_556,idle,,0,0,0
hero_556,lose,,0,0,0
hero_556,win,,0,0,0
hero_556,move,,0,0,0
hero_557,skill_last.head,,0,1.9,-0.2
hero_557,skill_last.body,,0,0.7,-0.2
hero_557,skill_last.foot,,0,0,-0.2
hero_557,skill_hit.head,,0,1.9,0
hero_557,skill_hit.body,,0,0.7,0
hero_557,skill_hit.foot,,0,0,0
hero_557,health,,0,0,0
hero_557,friend,,0,0,0
hero_557,enemy,,0,0,0
hero_557,cast,Hmale02,0,0,0
