hero,point,root,x,y,z
hero_597,fly,,0,0,0
hero_597,idle,,0,0,0
hero_597,lose,,0,0,0
hero_597,win,,0,0,0
hero_597,move,,0,0,0
hero_598,skill_last.head,,0,1.9,-0.2
hero_598,skill_last.body,,0,0.7,-0.2
hero_598,skill_last.foot,,0,0,-0.2
hero_598,skill_hit.head,,0,1.9,0
hero_598,skill_hit.body,,0,0.7,0
hero_598,skill_hit.foot,,0,0,0
hero_598,health,,0,0,0
hero_598,friend,,0,0,0
hero_598,enemy,,0,0,0
hero_598,cast,Hmale02,0,0,0
hero_598,fly,,0,0,0
hero_598,idle,,0,0,0
hero_598,lose,,0,0,0
hero_598,win,,0,0,0
hero_598,move,,0,0,0
hero_599,skill_last.head,,0,1.9,-0.2
hero_599,skill_last.body,,0,0.7,-0.2
hero_599,skill_last.foot,,0,0,-0.2
hero_599,skill_hit.head,,0,1.9,0
hero_599,skill_hit.body,,0,0.7,0
hero_599,skill_hit.foot,,0,0,0
hero_599,health,,0,0,0
hero_599,friend,,0,0,0
hero_599,enemy,,0,0,0
hero_599,cast,Hmale02,0,0,0
hero_599,fly,,0,0,0
hero_599,idle,,0,0,0
hero_599,lose,,0,0,0
hero_599,win,,0,0,0
hero_599,move,,0,0,0
hero_600,skill_last.head,,0,1.9,-0.2
hero_600,skill_last.body,,0,0.7,-0.2
hero_600,skill_last.foot,,0,0,-0.2
hero_600,skill_hit.head,,0,1.9,0
hero_600,skill_hit.body,,0,0.7,0
hero_600,skill_hit.foot,,0,0,0
hero_600,health,,0,0,0
hero_600,friend,,0,0,0
hero_600,enemy,,0,0,0
hero_600,cast,Hmale02,0,0,0
hero_600,fly,,0,0,0
hero_600,idle,,0,0,0
hero_600,lose,,0,0,0
hero_600,win,,0,0,0
hero_600,move,,0,0,0
