hero,point,root,x,y,z
hero_004,skill_hit.foot,,0,0,0
hero_004,health,,0,0,0
hero_004,friend,,0,0,0
hero_004,enemy,,0,0,0
hero_004,cast,Hmale02,0,0,0
hero_004,fly,,0,0,0
hero_004,idle,,0,0,0
hero_004,lose,,0,0,0
hero_004,win,,0,0,0
hero_004,move,,0,0,0
hero_008,skill_last.head,,0,1.9,-0.2
hero_008,skill_last.body,,0,0.7,-0.2
hero_008,skill_last.foot,,0,0,-0.2
hero_008,skill_hit.head,,0,1.9,0
hero_008,skill_hit.body,,0,0.7,0
hero_008,skill_hit.foot,,0,0,0
hero_008,health,,0,0,0
hero_008,friend,,0,0,0
hero_008,enemy,,0,0,0
hero_008,cast,Hmale02,0,0,0
hero_008,fly,,0,0,0
hero_008,idle,,0,0,0
hero_008,lose,,0,0,0
hero_008,win,,0,0,0
hero_008,move,,0,0,0
hero_206,skill_last.head,,0,1.9,-0.2
hero_206,skill_last.body,,0,0.7,-0.2
hero_206,skill_last.foot,,0,0,-0.2
hero_206,skill_hit.head,,0,1.9,0
hero_206,skill_hit.body,,0,0.7,0
hero_206,skill_hit.foot,,0,0,0
hero_206,health,,0,0,0
hero_206,friend,,0,0,0
hero_206,enemy,,0,0,0
hero_206,cast,Hmale02,0,0,0
hero_206,fly,,0,0,0
hero_206,idle,,0,0,0
hero_206,lose,,0,0,0
hero_206,win,,0,0,0
hero_206,move,,0,0,0
hero_211,skill_last.head,,0,1.9,-0.2
hero_211,skill_last.body,,0,0.7,-0.2
hero_211,skill_last.foot,,0,0,-0.2
hero_211,skill_hit.head,,0,1.9,0
hero_211,skill_hit.body,,0,0.7,0
hero_211,skill_hit.foot,,0,0,0
hero_211,health,,0,0,0
hero_211,friend,,0,0,0
hero_211,enemy,,0,0,0
hero_211,cast,Hmale02,0,0,0
