hero,index,step,end_delay,target
hero_617,skill_1_1,hit,0.2,foot
hero_618,skill_1_1,cast,0.2,foot
hero_618,skill_1_1,fly,0.2,head
hero_618,skill_1_1,hit,0.2,foot
hero_619,skill_1_1,cast,0.2,foot
hero_619,skill_1_1,fly,0.2,head
hero_619,skill_1_1,hit,0.2,foot
hero_620,skill_1_1,cast,0.2,foot
hero_620,skill_1_1,fly,0.2,head
hero_620,skill_1_1,hit,0.2,foot
hero_621,skill_1_1,cast,0.2,foot
hero_621,skill_1_1,fly,0.2,head
hero_621,skill_1_1,hit,0.2,foot
hero_622,skill_1_1,cast,0.2,foot
hero_622,skill_1_1,fly,0.2,head
hero_622,skill_1_1,hit,0.2,foot
hero_623,skill_1_1,cast,0.2,foot
hero_623,skill_1_1,fly,0.2,head
hero_623,skill_1_1,hit,0.2,foot
hero_624,skill_1_1,cast,0.2,foot
hero_624,skill_1_1,fly,0.2,head
hero_624,skill_1_1,hit,0.2,foot
hero_625,skill_1_1,cast,0.2,foot
hero_625,skill_1_1,fly,0.2,head
hero_625,skill_1_1,hit,0.2,foot
hero_626,skill_1_1,cast,0.2,foot
hero_626,skill_1_1,fly,0.2,head
hero_626,skill_1_1,hit,0.2,foot
hero_627,skill_1_1,cast,0.2,foot
hero_627,skill_1_1,fly,0.2,head
hero_627,skill_1_1,hit,0.2,foot
hero_628,skill_1_1,cast,0.2,foot
hero_628,skill_1_1,fly,0.2,head
hero_628,skill_1_1,hit,0.2,foot
hero_629,skill_1_1,cast,0.2,foot
hero_629,skill_1_1,fly,0.2,head
hero_629,skill_1_1,hit,0.2,foot
hero_630,skill_1_1,cast,0.2,foot
hero_630,skill_1_1,fly,0.2,head
hero_630,skill_1_1,hit,0.2,foot
hero_631,skill_1_1,cast,0.2,foot
hero_631,skill_1_1,fly,0.2,head
hero_631,skill_1_1,hit,0.2,foot
hero_632,skill_1_1,cast,0.2,foot
hero_632,skill_1_1,fly,0.2,head
hero_632,skill_1_1,hit,0.2,foot
hero_633,skill_1_1,cast,0.2,foot
hero_633,skill_1_1,fly,0.2,head
hero_633,skill_1_1,hit,0.2,foot
