name,force,interval,gem,gold,lumber,marble,steel,food,crystal
tribute_901,1449265,3,0,116,309400,61900,61900,61900,0
tribute_902,1449265,3,0,116,61900,309400,61900,61900,0
tribute_903,1449265,3,0,116,61900,61900,309400,61900,0
tribute_904,1449265,3,0,116,61900,61900,61900,123800,0
tribute_905,1449265,3,0,116,309400,61900,61900,61900,0
tribute_906,1449265,3,0,116,61900,309400,61900,61900,0
tribute_907,1449265,3,0,116,61900,61900,309400,61900,0
tribute_908,1449265,3,0,116,61900,61900,61900,123800,0
tribute_909,1449265,3,0,116,309400,61900,61900,61900,0
tribute_910,1449265,3,0,116,61900,309400,61900,61900,0
tribute_911,1449265,3,0,116,61900,61900,309400,61900,0
tribute_912,1449265,3,0,116,61900,61900,61900,123800,0
tribute_913,1449265,3,0,116,309400,61900,61900,61900,0
tribute_914,1449265,3,0,116,61900,309400,61900,61900,0
tribute_915,1449265,3,0,116,61900,61900,309400,61900,0
tribute_916,1449265,3,0,116,61900,61900,61900,123800,0
tribute_917,1449265,3,0,116,309400,61900,61900,61900,0
tribute_918,1449265,3,0,116,61900,309400,61900,61900,0
tribute_919,1449265,3,0,116,61900,61900,309400,61900,0
tribute_920,1449265,3,0,116,61900,61900,61900,123800,0
tribute_921,1449265,3,0,116,309400,61900,61900,61900,0
tribute_922,1449265,3,0,116,61900,309400,61900,61900,0
tribute_923,1449265,3,0,116,61900,61900,309400,61900,0
tribute_924,1449265,3,0,116,61900,61900,61900,123800,0
tribute_925,1449265,3,0,116,309400,61900,61900,61900,0
tribute_926,1449265,3,0,116,61900,309400,61900,61900,0
tribute_927,1449265,3,0,116,61900,61900,309400,61900,0
tribute_928,1449265,3,0,116,61900,61900,61900,123800,0
tribute_929,1449265,3,0,116,309400,61900,61900,61900,0
tribute_930,1449265,3,0,116,61900,309400,61900,61900,0
tribute_931,1449265,3,0,116,61900,61900,309400,61900,0
tribute_932,1449265,3,0,116,61900,61900,61900,123800,0
tribute_933,1449265,3,0,116,309400,61900,61900,61900,0
tribute_934,1449265,3,0,116,61900,309400,61900,61900,0
tribute_935,1449265,3,0,116,61900,61900,309400,61900,0
tribute_936,1449265,3,0,116,61900,61900,61900,123800,0
tribute_937,1449265,3,0,116,309400,61900,61900,61900,0
tribute_938,1449265,3,0,116,61900,309400,61900,61900,0
tribute_939,1449265,3,0,116,61900,61900,309400,61900,0
tribute_940,1449265,3,0,116,61900,61900,61900,123800,0
tribute_941,2028971,3,0,150,433100,86600,86600,86600,0
tribute_942,2028971,3,0,150,86600,433100,86600,86600,0
tribute_943,2028971,3,0,150,86600,86600,433100,86600,0
tribute_944,2028971,3,0,150,86600,86600,86600,173300,0
