name,tiers,target,type,percent,damage,defence,health,shield,speed,round,can_be_dispel,drop_effect,hit_effect
hero_405_skill_1_1,1,selector_default,damage,1.8,,,,,,,,,
hero_008_skill_1_1,1,selector_self,absorb,,,,,,,2,TRUE,,
hero_109_skill_1_1,1,selector_default,damage,1.65,,,,,,,,,
hero_106_skill_1_1,1,selector_self,damage,0.3,,,,,,,,,
hero_108_skill_1_1,1,selector_self,damup,0.045,,,,,,100,TRUE,,
hero_107_skill_1_1,1,selector_self,shield,0.015,,,,,,100,TRUE,,
hero_211_skill_1_1,1,selector_self_col,hot,0.02,,,,,,,TRUE,,
hero_111_skill_1_1,1,selector_default,dot,0.51,,,,,,3,TRUE,,
hero_110_skill_1_1,1,selector_col,dot,0.225,,,,,,3,TRUE,,
hero_105_skill_1_1,1,selector_col,stun,,,,,,,2,TRUE,,
hero_201_skill_1_1,1,selector_row2_all,damage,0.45,,,,,,,,,
hero_101_skill_1_1,1,selector_default,damage,1.5,,,,,,,,,
hero_009_skill_1_1,1,selector_row1_random,defdown,0.3,,,,,,,TRUE,,
hero_011_skill_1_1,1,selector_self_col,defup,0.45,,,,,,3,TRUE,,
hero_010_skill_1_1,1,selector_self_random,shield,0.075,,,,,,3,TRUE,,
hero_204_skill_1_1,1,selector_row1_all,damage,0.3,,,,,,,,,
hero_202_skill_1_1,1,selector_self_lowesthp,heal,0.3,,,,,,,,,
hero_203_skill_1_1,1,selector_default,silence,,,,,,,3,TRUE,,
hero_104_skill_1_1,1,selector_self_row1_all,healup,0.03,,,,,,,FALSE,,
hero_007_skill_1_1,1,selector_default,damage,2.7,,,,,,,,,
hero_004_skill_1_1,1,selector_random,confuse,,,,,,,2,TRUE,,
hero_012_skill_1_1,1,selector_lowesthp,damage,0.9,,,,,,,,,
hero_207_skill_1_1,1,selector_self,magimmu,,,,,,,,FALSE,,
hero_005_skill_1_1,1,selector_default,seduction,,,,,,,2,TRUE,,
hero_210_skill_1_1,1,selector_self_all,damup,0.105,,,,,,2,TRUE,,
hero_208_skill_1_1,1,selector_self_row1_all,heal,0.18,,,,,,,,,
hero_206_skill_1_1,1,selector_hitme,reflect,0.225,,,,,,,,,
hero_307_skill_1_1,1,selector_all,damage,0.5,,,,,,,,,
hero_306_skill_1_1,1,selector_row2_all,silence,,,,,,,1,TRUE,,
hero_006_skill_1_1,1,selector_row1_all,dot,0.225,,,,,,3,TRUE,,
hero_003_skill_1_1,1,selector_row1_all,damage,0.8,,,,,,,,,
hero_303_skill_1_1,1,selector_default,defdown,1.5,,,,,,3,TRUE,,
hero_302_skill_1_1,1,selector_ihit,vampiric,0.3,,,,,,,,,
hero_205_skill_1_1,1,selector_default,focusfire,,,,,,,3,TRUE,,
hero_001_skill_1_1,1,selector_row2_all,dot,0.21,,,,,,3,TRUE,,
hero_305_skill_1_1,1,selector_self_all,dispel,,,,,,,,,,
hero_209_skill_1_1,1,selector_row2_all,damdown,0.18,,,,,,3,TRUE,,
hero_212_skill_1_1,1,selector_self,defup,0.35,,,,,,100,TRUE,,
hero_102_skill_1_1,1,selector_self,shield,0.03,,,,,,2,TRUE,,
hero_401_skill_1_1,1,selector_col,damage,0.45,,,,,,,,,
hero_403_skill_1_1,1,selector_self,damup,0.075,,,,,,100,TRUE,,
hero_002_skill_1_1,1,selector_hitme,disarm,,,,,,,2,TRUE,,
hero_301_skill_1_1,1,selector_default,silence,,,,,,,2,TRUE,,
hero_406_skill_1_1,1,selector_all,dispel,,,,,,,,,,
hero_402_skill_1_1,1,selector_self_lowesthp,phyimmu,,,,,,,2,TRUE,,
hero_304_skill_1_1,1,selector_lowesthp,damage,0.975,,,,,,,,,
hero_103_skill_1_1,1,selector_self,heal,0.15,,,,,,,,,
hero_112_skill_1_1,1,selector_ihit,defdown,0.75,,,,,,100,TRUE,,
hero_404_skill_1_1,1,selector_self_all,heal,0.075,,,,,,,,,
hero_407_skill_1_1,1,selector_self_row2_all,defup,0.12,,,,,,5,TRUE,,
