hero,index,step,end_delay,target
hero_517,skill_1_1,hit,0.2,foot
hero_518,skill_1_1,cast,0.2,foot
hero_518,skill_1_1,fly,0.2,head
hero_518,skill_1_1,hit,0.2,foot
hero_519,skill_1_1,cast,0.2,foot
hero_519,skill_1_1,fly,0.2,head
hero_519,skill_1_1,hit,0.2,foot
hero_520,skill_1_1,cast,0.2,foot
hero_520,skill_1_1,fly,0.2,head
hero_520,skill_1_1,hit,0.2,foot
hero_521,skill_1_1,cast,0.2,foot
hero_521,skill_1_1,fly,0.2,head
hero_521,skill_1_1,hit,0.2,foot
hero_522,skill_1_1,cast,0.2,foot
hero_522,skill_1_1,fly,0.2,head
hero_522,skill_1_1,hit,0.2,foot
hero_523,skill_1_1,cast,0.2,foot
hero_523,skill_1_1,fly,0.2,head
hero_523,skill_1_1,hit,0.2,foot
hero_524,skill_1_1,cast,0.2,foot
hero_524,skill_1_1,fly,0.2,head
hero_524,skill_1_1,hit,0.2,foot
hero_525,skill_1_1,cast,0.2,foot
hero_525,skill_1_1,fly,0.2,head
hero_525,skill_1_1,hit,0.2,foot
hero_526,skill_1_1,cast,0.2,foot
hero_526,skill_1_1,fly,0.2,head
hero_526,skill_1_1,hit,0.2,foot
hero_527,skill_1_1,cast,0.2,foot
hero_527,skill_1_1,fly,0.2,head
hero_527,skill_1_1,hit,0.2,foot
hero_528,skill_1_1,cast,0.2,foot
hero_528,skill_1_1,fly,0.2,head
hero_528,skill_1_1,hit,0.2,foot
hero_529,skill_1_1,cast,0.2,foot
hero_529,skill_1_1,fly,0.2,head
hero_529,skill_1_1,hit,0.2,foot
hero_530,skill_1_1,cast,0.2,foot
hero_530,skill_1_1,fly,0.2,head
hero_530,skill_1_1,hit,0.2,foot
hero_531,skill_1_1,cast,0.2,foot
hero_531,skill_1_1,fly,0.2,head
hero_531,skill_1_1,hit,0.2,foot
hero_532,skill_1_1,cast,0.2,foot
hero_532,skill_1_1,fly,0.2,head
hero_532,skill_1_1,hit,0.2,foot
hero_533,skill_1_1,cast,0.2,foot
hero_533,skill_1_1,fly,0.2,head
hero_533,skill_1_1,hit,0.2,foot
hero_534,skill_1_1,cast,0.2,foot
