name,type,level,fieldlevel,unlock_condition,duration,lumber,marble,steel,durability,force,unlock_show
storage_steel,storage_steel,9,1,"paper_dominant_up_building,9",36000,1375000,2750000,1925000,7200,0,
storage_food,storage_food,9,1,"tribute_gold_D,9",36000,1925000,1375000,2750000,7200,0,
storage_marble,storage_marble,9,1,"scissors_dominant_up_building,9",36000,2750000,1925000,1375000,7200,0,
tribute_gold_A,tribute_gold,9,1,"durability_up_building,9",43200,2750000,1925000,1375000,2250,0,
tribute_gold_B,tribute_gold,9,1,"durability_up_building,9",43200,2750000,1925000,1375000,2250,0,
tribute_gold_C,tribute_gold,9,1,"siege_up_building,9",43200,2750000,1925000,1375000,2250,0,
townhall,townhall,10,1,"storage_steel,9",288000,7000000,14000000,9800000,43200,0,
armycamp_F,armycamp,1,1,"townhall,10",6000,1470000,1050000,2100000,480,0,"townhall,9"
armycamp_F,armycamp,2,1,"townhall,10",12000,2800000,1960000,1400000,960,0,
armycamp_F,armycamp,3,1,"townhall,10",14400,1750000,3500000,2450000,1440,0,
armycamp_F,armycamp,4,1,"townhall,10",16200,2940000,2100000,4200000,2160,0,
armycamp_F,armycamp,5,1,"townhall,10",19440,5600000,3920000,2800000,2880,0,
armycamp_F,armycamp,6,1,"townhall,10",29160,4200000,8400000,5880000,3840,0,
armycamp_F,armycamp,7,1,"townhall,10",43200,5880000,4200000,8400000,4800,0,
armycamp_F,armycamp,8,1,"townhall,10",84000,9800000,6860000,4900000,6000,0,
armycamp_F,armycamp,9,1,"townhall,10",120000,11200000,7840000,5600000,7200,0,
armycamp_F,armycamp,10,1,"townhall,10",156000,11900000,8330000,5950000,8640,0,
armycamp_A,armycamp,10,1,"townhall,10",156000,6600000,4620000,3300000,8640,0,
armycamp_B,armycamp,10,1,"townhall,10",156000,4200000,8400000,5880000,8640,0,
armycamp_C,armycamp,10,1,"townhall,10",156000,7350000,5250000,10500000,8640,0,
armycamp_D,armycamp,10,1,"townhall,10",156000,10500000,7350000,5250000,8640,0,
armycamp_E,armycamp,10,1,"townhall,10",156000,5950000,11900000,8330000,8640,0,
hero_attack_up_building,hero_attack_up,10,1,"armycamp_F,10",165000,4900000,3500000,7000000,4320,0,
hero_defence_up_building,hero_defence_up,10,1,"armycamp_F,10",165000,7000000,4900000,3500000,4320,0,
durability_up_building,durability_up,10,1,"hero_defence_up_building,10",180000,3500000,7000000,4900000,4320,0,
siege_up_building,siege_up,10,1,"march_speed_up_building,10",168000,7350000,5250000,10500000,4320,0,
march_speed_up_building,march_speed_up,10,1,"produce_food_C,10",168000,10500000,7350000,5250000,4320,0,
paper_dominant_up_building,paper_dominant_up,10,1,"produce_lumber_A,10",132000,2800000,5600000,3920000,3240,0,
scissors_dominant_up_building,scissors_dominant_up,10,1,"produce_steel_A,10",132000,3920000,2800000,5600000,3240,0,
rock_dominant_up_building,rock_dominant_up,10,1,"produce_marble_A,10",132000,5600000,3920000,2800000,3240,0,
produce_lumber_A,produce_lumber,10,1,"townhall,10",32400,2800000,1960000,1400000,2160,0,
produce_lumber_B,produce_lumber,10,1,"townhall,10",32400,2800000,1960000,1400000,2160,0,
produce_lumber_C,produce_lumber,10,1,"townhall,10",32400,2800000,1960000,1400000,2160,0,
produce_steel_A,produce_steel,10,1,"townhall,10",32400,1400000,2800000,1960000,2160,0,
produce_steel_B,produce_steel,10,1,"townhall,10",32400,1960000,1400000,2800000,2160,0,
produce_steel_C,produce_steel,10,1,"townhall,10",32400,2800000,1960000,1400000,2160,0,
produce_food_A,produce_food,10,1,"townhall,10",32400,1400000,2800000,1960000,2160,0,
produce_food_B,produce_food,10,1,"townhall,10",32400,1960000,1400000,2800000,2160,0,
produce_food_C,produce_food,10,1,"townhall,10",32400,2800000,1960000,1400000,2160,0,
produce_marble_A,produce_marble,10,1,"townhall,10",32400,1400000,2800000,1960000,2160,0,
produce_marble_B,produce_marble,10,1,"townhall,10",32400,1960000,1400000,2800000,2160,0,
produce_marble_C,produce_marble,10,1,"townhall,10",32400,2800000,1960000,1400000,2160,0,
storage_lumber,storage_lumber,10,1,"rock_dominant_up_building,10",73200,2450000,1750000,3500000,8640,0,
storage_steel,storage_steel,10,1,"paper_dominant_up_building,10",73200,2450000,1750000,3500000,8640,0,
storage_food,storage_food,10,1,"tribute_gold_B,10",73200,2450000,1750000,3500000,8640,0,
storage_marble,storage_marble,10,1,"scissors_dominant_up_building,10",73200,2450000,1750000,3500000,8640,0,
tribute_gold_A,tribute_gold,10,1,"durability_up_building,10",50400,2450000,1750000,3500000,2700,0,
tribute_gold_B,tribute_gold,10,1,"durability_up_building,10",50400,3500000,2450000,1750000,2700,0,
tribute_gold_C,tribute_gold,10,1,"siege_up_building,10",50400,1750000,3500000,2450000,2700,0,
tribute_gold_D,tribute_gold,10,1,"siege_up_building,10",50400,2450000,1750000,3500000,2700,0,
