name,force,interval,gem,gold,lumber,marble,steel,food,crystal
tribute_251,11255,3,0,10,15000,15000,75000,15000,0
tribute_252,11255,3,0,10,15000,15000,15000,30000,0
tribute_253,11255,3,0,10,75000,15000,15000,15000,0
tribute_254,11255,3,0,10,15000,75000,15000,15000,0
tribute_255,11255,3,0,10,15000,15000,75000,15000,0
tribute_256,11255,3,0,10,15000,15000,15000,30000,0
tribute_257,11255,3,0,10,75000,15000,15000,15000,0
tribute_258,11255,3,0,10,15000,75000,15000,15000,0
tribute_259,11255,3,0,10,15000,15000,75000,15000,0
tribute_260,11255,3,0,10,15000,15000,15000,30000,0
tribute_261,11255,3,0,10,75000,15000,15000,15000,0
tribute_262,11255,3,0,10,15000,75000,15000,15000,0
tribute_263,11255,3,0,10,15000,15000,75000,15000,0
tribute_264,11255,3,0,10,15000,15000,15000,30000,0
tribute_265,11255,3,0,10,75000,15000,15000,15000,0
tribute_266,11255,3,0,10,15000,75000,15000,15000,0
tribute_267,11255,3,0,10,15000,15000,75000,15000,0
tribute_268,11255,3,0,10,15000,15000,15000,30000,0
tribute_269,24175,3,0,12,108800,21800,21800,21800,0
tribute_270,24175,3,0,12,21800,108800,21800,21800,0
tribute_271,24175,3,0,12,21800,21800,108800,21800,0
tribute_272,24175,3,0,12,21800,21800,21800,43500,0
tribute_273,24175,3,0,12,108800,21800,21800,21800,0
tribute_274,24175,3,0,12,21800,108800,21800,21800,0
tribute_275,24175,3,0,12,21800,21800,108800,21800,0
tribute_276,24175,3,0,12,21800,21800,21800,43500,0
tribute_277,24175,3,0,12,108800,21800,21800,21800,0
tribute_278,24175,3,0,12,21800,108800,21800,21800,0
tribute_279,24175,3,0,12,21800,21800,108800,21800,0
tribute_280,24175,3,0,12,21800,21800,21800,43500,0
tribute_281,24175,3,0,12,108800,21800,21800,21800,0
tribute_282,24175,3,0,12,21800,108800,21800,21800,0
tribute_283,24175,3,0,12,21800,21800,108800,21800,0
tribute_284,24175,3,0,12,21800,21800,21800,43500,0
tribute_285,24175,3,0,12,108800,21800,21800,21800,0
tribute_286,24175,3,0,12,21800,108800,21800,21800,0
tribute_287,24175,3,0,12,21800,21800,108800,21800,0
tribute_288,24175,3,0,12,21800,21800,21800,43500,0
tribute_289,24175,3,0,12,108800,21800,21800,21800,0
tribute_290,24175,3,0,12,21800,108800,21800,21800,0
tribute_291,24175,3,0,12,21800,21800,108800,21800,0
tribute_292,24175,3,0,12,21800,21800,21800,43500,0
tribute_293,24175,3,0,12,108800,21800,21800,21800,0
tribute_294,24175,3,0,12,21800,108800,21800,21800,0
tribute_295,24175,3,0,12,21800,21800,108800,21800,0
tribute_296,24175,3,0,12,21800,21800,21800,43500,0
tribute_297,24175,3,0,12,108800,21800,21800,21800,0
tribute_298,24175,3,0,12,21800,108800,21800,21800,0
tribute_299,24175,3,0,12,21800,21800,108800,21800,0
tribute_300,24175,3,0,12,21800,21800,21800,43500,0
