hero,point,root,x,y,z
hero_202,fly,,0,0,0
hero_202,idle,,0,0,0
hero_202,lose,,0,0,0
hero_202,win,,0,0,0
hero_202,move,,0,0,0
hero_010,skill_last.head,,0,1.9,-0.2
hero_010,skill_last.body,,0,0.7,-0.2
hero_010,skill_last.foot,,0,0,-0.2
hero_010,skill_hit.head,,0,1.9,0
hero_010,skill_hit.body,,0,0.7,0
hero_010,skill_hit.foot,,0,0,0
hero_010,health,,0,0,0
hero_010,friend,,0,0,0
hero_010,enemy,,0,0,0
hero_010,cast,Hmale02,0,0,0
hero_010,fly,,0,0,0
hero_010,idle,,0,0,0
hero_010,lose,,0,0,0
hero_010,win,,0,0,0
hero_010,move,,0,0,0
hero_207,skill_last.head,,0,1.9,-0.2
hero_207,skill_last.body,,0,0.7,-0.2
hero_207,skill_last.foot,,0,0,-0.2
hero_207,skill_hit.head,,0,1.9,0
hero_207,skill_hit.body,,0,0.7,0
hero_207,skill_hit.foot,,0,0,0
hero_207,health,,0,0,0
hero_207,friend,,0,0,0
hero_207,enemy,,0,0,0
hero_207,cast,Hmale02,0,0,0
hero_207,fly,,0,0,0
hero_207,idle,,0,0,0
hero_207,lose,,0,0,0
hero_207,win,,0,0,0
hero_207,move,,0,0,0
hero_007,skill_last.head,,0,1.9,-0.2
hero_007,skill_last.body,,0,0.7,-0.2
hero_007,skill_last.foot,,0,0,-0.2
hero_007,skill_hit.head,,0,1.9,0
hero_007,skill_hit.body,,0,0.7,0
hero_007,skill_hit.foot,,0,0,0
hero_007,health,,0,0,0
hero_007,friend,,0,0,0
hero_007,enemy,,0,0,0
hero_007,cast,Hmale02,0,0,0
hero_007,fly,,0,0,0
hero_007,idle,,0,0,0
hero_007,lose,,0,0,0
hero_007,win,,0,0,0
hero_007,move,,0,0,0
