hero,animation,function,time
hero_544,failed,ActionPlay,0.2
hero_544,failed,ActionEnd,0.2
hero_545,attack,ActionEnd,1.3
hero_545,attack,AudioPlay,0.4
hero_545,attack,ActionPlay,0.3
hero_545,skill,AudioPlay,0.4
hero_545,skill,ActionPlay,0.5
hero_545,victor,ActionPlay,0.2
hero_545,failed,ActionPlay,0.2
hero_545,failed,ActionEnd,0.2
hero_546,attack,ActionEnd,1.3
hero_546,attack,AudioPlay,0.4
hero_546,attack,ActionPlay,0.3
hero_546,skill,AudioPlay,0.4
hero_546,skill,ActionPlay,0.5
hero_546,victor,ActionPlay,0.2
hero_546,failed,ActionPlay,0.2
hero_546,failed,ActionEnd,0.2
hero_547,attack,ActionEnd,1.3
hero_547,attack,AudioPlay,0.4
hero_547,attack,ActionPlay,0.3
hero_547,skill,AudioPlay,0.4
hero_547,skill,ActionPlay,0.5
hero_547,victor,ActionPlay,0.2
hero_547,failed,ActionPlay,0.2
hero_547,failed,ActionEnd,0.2
hero_548,attack,ActionEnd,1.3
hero_548,attack,AudioPlay,0.4
hero_548,attack,ActionPlay,0.3
hero_548,skill,AudioPlay,0.4
hero_548,skill,ActionPlay,0.5
hero_548,victor,ActionPlay,0.2
hero_548,failed,ActionPlay,0.2
hero_548,failed,ActionEnd,0.2
hero_549,attack,ActionEnd,1.3
hero_549,attack,AudioPlay,0.4
hero_549,attack,ActionPlay,0.3
hero_549,skill,AudioPlay,0.4
hero_549,skill,ActionPlay,0.5
hero_549,victor,ActionPlay,0.2
hero_549,failed,ActionPlay,0.2
hero_549,failed,ActionEnd,0.2
hero_550,attack,ActionEnd,1
hero_550,attack,AudioPlay,0.33
hero_550,attack,ActionPlay,0.3
hero_550,skill,AudioPlay,0.44
hero_550,skill,ActionPlay,0.67
hero_550,victor,ActionPlay,0.2
hero_550,failed,ActionPlay,0.2
hero_550,failed,ActionEnd,0.2
