hero,index,step,end_delay,target
hero_601,attack_1_1,fly,0.2,head
hero_601,attack_1_1,hit,0.2,foot
hero_602,attack_1_1,fly,0.2,head
hero_602,attack_1_1,hit,0.2,foot
hero_603,attack_1_1,fly,0.2,head
hero_603,attack_1_1,hit,0.2,foot
hero_604,attack_1_1,fly,0.2,head
hero_604,attack_1_1,hit,0.2,foot
hero_605,attack_1_1,fly,0.2,head
hero_605,attack_1_1,hit,0.2,foot
hero_606,attack_1_1,fly,0.2,head
hero_606,attack_1_1,hit,0.2,foot
hero_607,attack_1_1,fly,0.2,head
hero_607,attack_1_1,hit,0.2,foot
hero_608,attack_1_1,move,0.2,head
hero_608,attack_1_1,hit,0.2,foot
hero_609,attack_1_1,move,0.2,head
hero_609,attack_1_1,hit,0.2,foot
hero_610,attack_1_1,move,0.2,head
hero_610,attack_1_1,hit,0.2,foot
hero_611,attack_1_1,fly,0.2,head
hero_611,attack_1_1,hit,0.2,foot
hero_612,attack_1_1,fly,0.2,head
hero_612,attack_1_1,hit,0.2,foot
hero_613,attack_1_1,fly,0.2,head
hero_613,attack_1_1,hit,0.2,foot
hero_614,attack_1_1,fly,0.2,head
hero_614,attack_1_1,hit,0.2,foot
hero_615,attack_1_1,fly,0.2,head
hero_615,attack_1_1,hit,0.2,foot
hero_616,attack_1_1,fly,0.2,head
hero_616,attack_1_1,hit,0.2,foot
hero_617,attack_1_1,fly,0.2,head
hero_617,attack_1_1,hit,0.2,foot
hero_618,attack_1_1,fly,0.2,head
hero_618,attack_1_1,hit,0.2,foot
hero_619,attack_1_1,fly,0.2,head
hero_619,attack_1_1,hit,0.2,foot
hero_620,attack_1_1,fly,0.2,head
hero_620,attack_1_1,hit,0.2,foot
hero_621,attack_1_1,fly,0.2,head
hero_621,attack_1_1,hit,0.2,foot
hero_622,attack_1_1,fly,0.2,head
hero_622,attack_1_1,hit,0.2,foot
hero_623,attack_1_1,fly,0.2,head
hero_623,attack_1_1,hit,0.2,foot
hero_624,attack_1_1,fly,0.2,head
hero_624,attack_1_1,hit,0.2,foot
hero_625,attack_1_1,fly,0.2,head
hero_625,attack_1_1,hit,0.2,foot
