name,type,level,fieldlevel,unlock_condition,duration,lumber,marble,steel,durability,force,unlock_show
townhall,townhall,1,1,,5,0,0,0,480,0,
armycamp_A,armycamp,1,1,,5,0,0,0,480,0,
produce_food_A,produce_food,1,1,"armycamp_A,1",5,500,0,0,120,0,"townhall,1"
storage_food,storage_food,1,1,"townhall,1",15,500,0,0,480,0,"townhall,1"
produce_lumber_A,produce_lumber,1,1,"produce_food_A,1",5,500,0,0,120,0,"townhall,1"
storage_lumber,storage_lumber,1,1,"produce_lumber_A,1",15,1500,0,0,480,0,"townhall,1"
townhall,townhall,2,1,"storage_lumber,1",90,1400,0,0,960,0,
armycamp_B,armycamp,1,1,"townhall,2",120,1800,0,0,480,0,"townhall,1"
produce_steel_A,produce_steel,1,1,"townhall,2",5,800,0,0,120,0,"townhall,1"
produce_steel_A,produce_steel,2,1,"townhall,2",60,2700,0,1400,240,0,
storage_steel,storage_steel,1,1,"townhall,2",15,800,0,1900,480,0,"townhall,1"
storage_steel,storage_steel,2,1,"townhall,2",120,2600,0,3600,960,0,
armycamp_B,armycamp,2,1,"townhall,2",300,1800,0,0,960,0,
armycamp_A,armycamp,2,1,"townhall,2",120,1800,0,0,960,0,
produce_food_A,produce_food,2,1,"townhall,2",60,1800,0,900,240,0,
produce_food_B,produce_food,1,1,"townhall,2",30,1400,0,0,120,0,"townhall,1"
produce_food_B,produce_food,2,1,"townhall,2",60,2600,0,3600,240,0,
produce_lumber_A,produce_lumber,2,1,"townhall,2",60,1800,0,900,240,0,
produce_lumber_B,produce_lumber,1,1,"townhall,2",5,1400,0,0,120,0,"townhall,1"
produce_lumber_B,produce_lumber,2,1,"townhall,2",60,2300,0,3150,240,0,
storage_lumber,storage_lumber,2,1,"townhall,2",120,3600,0,0,960,0,
storage_food,storage_food,2,1,"townhall,2",120,1800,0,0,960,0,
produce_steel_B,produce_steel,1,1,"townhall,2",30,1900,0,0,120,0,"townhall,1"
produce_steel_B,produce_steel,2,1,"townhall,2",60,3150,0,1600,240,0,
townhall,townhall,3,1,"storage_food,2",900,28800,0,14400,2880,0,
armycamp_A,armycamp,3,1,"townhall,3",900,19200,0,9600,1440,0,
armycamp_B,armycamp,3,1,"townhall,3",900,19200,13500,9600,1440,0,
produce_marble_A,produce_marble,1,1,"townhall,3",5,2400,0,3400,120,0,"townhall,2"
storage_marble,storage_marble,1,1,"townhall,3",15,3200,0,4500,480,0,"townhall,2"
produce_marble_A,produce_marble,2,1,"townhall,3",60,4500,0,6400,240,0,
produce_marble_A,produce_marble,3,1,"townhall,3",300,9600,6800,4800,360,0,
produce_marble_B,produce_marble,1,1,"townhall,3",45,6400,0,9000,120,0,"townhall,2"
produce_marble_B,produce_marble,2,1,"townhall,3",60,9000,0,12800,240,0,
produce_marble_B,produce_marble,3,1,"townhall,3",300,12800,9000,6400,360,0,
produce_marble_C,produce_marble,1,1,"townhall,3",45,4800,0,6800,120,0,"townhall,2"
produce_marble_C,produce_marble,2,1,"townhall,3",60,9000,0,12800,240,0,
produce_marble_C,produce_marble,3,1,"townhall,3",300,12800,9000,6400,360,0,
produce_food_A,produce_food,3,1,"townhall,3",300,4800,9600,6800,360,0,
produce_food_B,produce_food,3,1,"townhall,3",300,6400,12800,9000,360,0,
produce_food_C,produce_food,1,1,"townhall,3",45,4800,0,6800,120,0,"townhall,2"
produce_food_C,produce_food,2,1,"townhall,3",60,6400,0,9000,240,0,
produce_food_C,produce_food,3,1,"townhall,3",300,9000,6400,12800,360,0,
produce_lumber_A,produce_lumber,3,1,"townhall,3",300,9600,6800,4800,360,0,
produce_lumber_B,produce_lumber,3,1,"townhall,3",300,6400,12800,9000,360,0,
produce_lumber_C,produce_lumber,1,1,"townhall,3",45,6800,0,9600,120,0,"townhall,2"
produce_lumber_C,produce_lumber,2,1,"townhall,3",60,12800,0,6400,240,0,
produce_lumber_C,produce_lumber,3,1,"townhall,3",300,6400,12800,9000,360,0,
produce_steel_A,produce_steel,3,1,"townhall,3",300,6800,4800,9600,360,0,
produce_steel_B,produce_steel,3,1,"townhall,3",300,12800,9000,6400,360,0,
produce_steel_C,produce_steel,1,1,"townhall,3",45,9600,0,4800,120,0,"townhall,2"
