hero,point,root,x,y,z
hero_564,skill_hit.foot,,0,0,0
hero_564,health,,0,0,0
hero_564,friend,,0,0,0
hero_564,enemy,,0,0,0
hero_564,cast,Hmale02,0,0,0
hero_564,fly,,0,0,0
hero_564,idle,,0,0,0
hero_564,lose,,0,0,0
hero_564,win,,0,0,0
hero_564,move,,0,0,0
hero_565,skill_last.head,,0,1.9,-0.2
hero_565,skill_last.body,,0,0.7,-0.2
hero_565,skill_last.foot,,0,0,-0.2
hero_565,skill_hit.head,,0,1.9,0
hero_565,skill_hit.body,,0,0.7,0
hero_565,skill_hit.foot,,0,0,0
hero_565,health,,0,0,0
hero_565,friend,,0,0,0
hero_565,enemy,,0,0,0
hero_565,cast,Hmale02,0,0,0
hero_565,fly,,0,0,0
hero_565,idle,,0,0,0
hero_565,lose,,0,0,0
hero_565,win,,0,0,0
hero_565,move,,0,0,0
hero_566,skill_last.head,,0,1.9,-0.2
hero_566,skill_last.body,,0,0.7,-0.2
hero_566,skill_last.foot,,0,0,-0.2
hero_566,skill_hit.head,,0,1.9,0
hero_566,skill_hit.body,,0,0.7,0
hero_566,skill_hit.foot,,0,0,0
hero_566,health,,0,0,0
hero_566,friend,,0,0,0
hero_566,enemy,,0,0,0
hero_566,cast,Hmale02,0,0,0
hero_566,fly,,0,0,0
hero_566,idle,,0,0,0
hero_566,lose,,0,0,0
hero_566,win,,0,0,0
hero_566,move,,0,0,0
hero_567,skill_last.head,,0,1.9,-0.2
hero_567,skill_last.body,,0,0.7,-0.2
hero_567,skill_last.foot,,0,0,-0.2
hero_567,skill_hit.head,,0,1.9,0
hero_567,skill_hit.body,,0,0.7,0
hero_567,skill_hit.foot,,0,0,0
hero_567,health,,0,0,0
hero_567,friend,,0,0,0
hero_567,enemy,,0,0,0
hero_567,cast,Hmale02,0,0,0
