name,tiers,target,type,percent,damage,defence,health,shield,speed,round,can_be_dispel,drop_effect,hit_effect
hero_538_skill_2_1,1,selector_self,damup,0.12,,,,,,100,TRUE,,
hero_538_skill_3_1,1,selector_all,damage,0.24,,,,,,,,,
hero_538_skill_4_1,1,selector_random,confuse,,,,,,,2,TRUE,,
hero_539_skill_1_1,1,selector_self_row1_all,defup,0.0975,,,,,,100,TRUE,,
hero_540_skill_1_1,1,selector_self_row1_all,defup,0.0975,,,,,,100,TRUE,,
hero_541_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_541_skill_2_1,1,selector_self,damup,0.009,,,,,,100,TRUE,,
hero_541_skill_3_1,1,selector_all,damage,0.195,,,,,,,,,
hero_541_skill_4_1,1,selector_random,confuse,,,,,,,2,TRUE,,
hero_542_skill_1_1,1,selector_self_row1_all,defup,0.114,,,,,,100,TRUE,,
hero_543_skill_1_1,1,selector_self_row1_all,defup,0.114,,,,,,100,TRUE,,
hero_544_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_544_skill_2_1,1,selector_self,damup,0.15,,,,,,100,TRUE,,
hero_544_skill_3_1,1,selector_default,damage,1.5,,,,,,,,,
hero_544_skill_4_1,1,selector_random,seduction,,,,,,,2,TRUE,,
hero_545_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_546_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_547_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_547_skill_2_1,1,selector_self,damup,0.12,,,,,,100,TRUE,,
hero_547_skill_3_1,1,selector_default,damage,1.155,,,,,,,,,
hero_547_skill_4_1,1,selector_random,seduction,,,,,,,2,TRUE,,
hero_548_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_549_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_550_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_550_skill_2_1,1,selector_self,damup,0.09,,,,,,100,TRUE,,
hero_550_skill_3_1,1,selector_default,damage,0.9,,,,,,,,,
hero_550_skill_4_1,1,selector_random,seduction,,,,,,,2,TRUE,,
hero_551_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_552_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_553_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_553_skill_2_1,1,selector_self,damup,0.15,,,,,,100,TRUE,,
hero_553_skill_3_1,1,selector_row1_all,damage,0.48,,,,,,,,,
hero_553_skill_4_1,1,selector_self,heal,0.3,,,,,,,,,
hero_553_skill_5_1,1,selector_row2_all,damdown,0.3,,,,,,2,TRUE,,
hero_554_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_555_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_556_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_556_skill_2_1,1,selector_self,damup,0.12,,,,,,100,TRUE,,
hero_556_skill_3_1,1,selector_row1_all,damage,0.375,,,,,,,,,
hero_556_skill_4_1,1,selector_self,heal,0.27,,,,,,,,,
hero_556_skill_5_1,1,selector_row2_all,damdown,0.24,,,,,,2,TRUE,,
hero_557_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_558_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_559_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_559_skill_2_1,1,selector_self,damup,0.099,,,,,,100,TRUE,,
hero_559_skill_3_1,1,selector_row1_all,damage,0.33,,,,,,,,,
hero_559_skill_4_1,1,selector_self,heal,0.27,,,,,,,,,
hero_559_skill_5_1,1,selector_row2_all,damdown,0.18,,,,,,2,TRUE,,
hero_560_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_561_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
