hero,point,root,x,y,z
hero_524,skill_hit.foot,,0,0,0
hero_524,health,,0,0,0
hero_524,friend,,0,0,0
hero_524,enemy,,0,0,0
hero_524,cast,Hmale02,0,0,0
hero_524,fly,,0,0,0
hero_524,idle,,0,0,0
hero_524,lose,,0,0,0
hero_524,win,,0,0,0
hero_524,move,,0,0,0
hero_525,skill_last.head,,0,1.9,-0.2
hero_525,skill_last.body,,0,0.7,-0.2
hero_525,skill_last.foot,,0,0,-0.2
hero_525,skill_hit.head,,0,1.9,0
hero_525,skill_hit.body,,0,0.7,0
hero_525,skill_hit.foot,,0,0,0
hero_525,health,,0,0,0
hero_525,friend,,0,0,0
hero_525,enemy,,0,0,0
hero_525,cast,Hmale02,0,0,0
hero_525,fly,,0,0,0
hero_525,idle,,0,0,0
hero_525,lose,,0,0,0
hero_525,win,,0,0,0
hero_525,move,,0,0,0
hero_526,skill_last.head,,0,1.9,-0.2
hero_526,skill_last.body,,0,0.7,-0.2
hero_526,skill_last.foot,,0,0,-0.2
hero_526,skill_hit.head,,0,1.9,0
hero_526,skill_hit.body,,0,0.7,0
hero_526,skill_hit.foot,,0,0,0
hero_526,health,,0,0,0
hero_526,friend,,0,0,0
hero_526,enemy,,0,0,0
hero_526,cast,Hmale02,0,0,0
hero_526,fly,,0,0,0
hero_526,idle,,0,0,0
hero_526,lose,,0,0,0
hero_526,win,,0,0,0
hero_526,move,,0,0,0
hero_527,skill_last.head,,0,1.9,-0.2
hero_527,skill_last.body,,0,0.7,-0.2
hero_527,skill_last.foot,,0,0,-0.2
hero_527,skill_hit.head,,0,1.9,0
hero_527,skill_hit.body,,0,0.7,0
hero_527,skill_hit.foot,,0,0,0
hero_527,health,,0,0,0
hero_527,friend,,0,0,0
hero_527,enemy,,0,0,0
hero_527,cast,Hmale02,0,0,0
