hero,point,root,x,y,z
hero_514,skill_hit.foot,,0,0,0
hero_514,health,,0,0,0
hero_514,friend,,0,0,0
hero_514,enemy,,0,0,0
hero_514,cast,Hmale02,0,0,0
hero_514,fly,,0,0,0
hero_514,idle,,0,0,0
hero_514,lose,,0,0,0
hero_514,win,,0,0,0
hero_514,move,,0,0,0
hero_515,skill_last.head,,0,1.9,-0.2
hero_515,skill_last.body,,0,0.7,-0.2
hero_515,skill_last.foot,,0,0,-0.2
hero_515,skill_hit.head,,0,1.9,0
hero_515,skill_hit.body,,0,0.7,0
hero_515,skill_hit.foot,,0,0,0
hero_515,health,,0,0,0
hero_515,friend,,0,0,0
hero_515,enemy,,0,0,0
hero_515,cast,Hmale02,0,0,0
hero_515,fly,,0,0,0
hero_515,idle,,0,0,0
hero_515,lose,,0,0,0
hero_515,win,,0,0,0
hero_515,move,,0,0,0
hero_516,skill_last.head,,0,1.9,-0.2
hero_516,skill_last.body,,0,0.7,-0.2
hero_516,skill_last.foot,,0,0,-0.2
hero_516,skill_hit.head,,0,1.9,0
hero_516,skill_hit.body,,0,0.7,0
hero_516,skill_hit.foot,,0,0,0
hero_516,health,,0,0,0
hero_516,friend,,0,0,0
hero_516,enemy,,0,0,0
hero_516,cast,Hmale02,0,0,0
hero_516,fly,,0,0,0
hero_516,idle,,0,0,0
hero_516,lose,,0,0,0
hero_516,win,,0,0,0
hero_516,move,,0,0,0
hero_517,skill_last.head,,0,1.9,-0.2
hero_517,skill_last.body,,0,0.7,-0.2
hero_517,skill_last.foot,,0,0,-0.2
hero_517,skill_hit.head,,0,1.9,0
hero_517,skill_hit.body,,0,0.7,0
hero_517,skill_hit.foot,,0,0,0
hero_517,health,,0,0,0
hero_517,friend,,0,0,0
hero_517,enemy,,0,0,0
hero_517,cast,Hmale02,0,0,0
