hero,point,root,x,y,z
hero_521,skill_last.head,,0,1.9,-0.2
hero_521,skill_last.body,,0,0.7,-0.2
hero_521,skill_last.foot,,0,0,-0.2
hero_521,skill_hit.head,,0,1.9,0
hero_521,skill_hit.body,,0,0.7,0
hero_521,skill_hit.foot,,0,0,0
hero_521,health,,0,0,0
hero_521,friend,,0,0,0
hero_521,enemy,,0,0,0
hero_521,cast,Hmale02,0,0,0
hero_521,fly,,0,0,0
hero_521,idle,,0,0,0
hero_521,lose,,0,0,0
hero_521,win,,0,0,0
hero_521,move,,0,0,0
hero_522,skill_last.head,,0,1.9,-0.2
hero_522,skill_last.body,,0,0.7,-0.2
hero_522,skill_last.foot,,0,0,-0.2
hero_522,skill_hit.head,,0,1.9,0
hero_522,skill_hit.body,,0,0.7,0
hero_522,skill_hit.foot,,0,0,0
hero_522,health,,0,0,0
hero_522,friend,,0,0,0
hero_522,enemy,,0,0,0
hero_522,cast,Hmale02,0,0,0
hero_522,fly,,0,0,0
hero_522,idle,,0,0,0
hero_522,lose,,0,0,0
hero_522,win,,0,0,0
hero_522,move,,0,0,0
hero_523,skill_last.head,,0,1.9,-0.2
hero_523,skill_last.body,,0,0.7,-0.2
hero_523,skill_last.foot,,0,0,-0.2
hero_523,skill_hit.head,,0,1.9,0
hero_523,skill_hit.body,,0,0.7,0
hero_523,skill_hit.foot,,0,0,0
hero_523,health,,0,0,0
hero_523,friend,,0,0,0
hero_523,enemy,,0,0,0
hero_523,cast,Hmale02,0,0,0
hero_523,fly,,0,0,0
hero_523,idle,,0,0,0
hero_523,lose,,0,0,0
hero_523,win,,0,0,0
hero_523,move,,0,0,0
hero_524,skill_last.head,,0,1.9,-0.2
hero_524,skill_last.body,,0,0.7,-0.2
hero_524,skill_last.foot,,0,0,-0.2
hero_524,skill_hit.head,,0,1.9,0
hero_524,skill_hit.body,,0,0.7,0
