hero,point,root,x,y,z
hero_627,fly,,0,0,0
hero_627,idle,,0,0,0
hero_627,lose,,0,0,0
hero_627,win,,0,0,0
hero_627,move,,0,0,0
hero_628,skill_last.head,,0,1.9,-0.2
hero_628,skill_last.body,,0,0.7,-0.2
hero_628,skill_last.foot,,0,0,-0.2
hero_628,skill_hit.head,,0,1.9,0
hero_628,skill_hit.body,,0,0.7,0
hero_628,skill_hit.foot,,0,0,0
hero_628,health,,0,0,0
hero_628,friend,,0,0,0
hero_628,enemy,,0,0,0
hero_628,cast,Hmale02,0,0,0
hero_628,fly,,0,0,0
hero_628,idle,,0,0,0
hero_628,lose,,0,0,0
hero_628,win,,0,0,0
hero_628,move,,0,0,0
hero_629,skill_last.head,,0,1.9,-0.2
hero_629,skill_last.body,,0,0.7,-0.2
hero_629,skill_last.foot,,0,0,-0.2
hero_629,skill_hit.head,,0,1.9,0
hero_629,skill_hit.body,,0,0.7,0
hero_629,skill_hit.foot,,0,0,0
hero_629,health,,0,0,0
hero_629,friend,,0,0,0
hero_629,enemy,,0,0,0
hero_629,cast,Hmale02,0,0,0
hero_629,fly,,0,0,0
hero_629,idle,,0,0,0
hero_629,lose,,0,0,0
hero_629,win,,0,0,0
hero_629,move,,0,0,0
hero_630,skill_last.head,,0,1.9,-0.2
hero_630,skill_last.body,,0,0.7,-0.2
hero_630,skill_last.foot,,0,0,-0.2
hero_630,skill_hit.head,,0,1.9,0
hero_630,skill_hit.body,,0,0.7,0
hero_630,skill_hit.foot,,0,0,0
hero_630,health,,0,0,0
hero_630,friend,,0,0,0
hero_630,enemy,,0,0,0
hero_630,cast,Hmale02,0,0,0
hero_630,fly,,0,0,0
hero_630,idle,,0,0,0
hero_630,lose,,0,0,0
hero_630,win,,0,0,0
hero_630,move,,0,0,0
