hero,point,root,x,y,z
hero_611,skill_last.head,,0,1.9,-0.2
hero_611,skill_last.body,,0,0.7,-0.2
hero_611,skill_last.foot,,0,0,-0.2
hero_611,skill_hit.head,,0,1.9,0
hero_611,skill_hit.body,,0,0.7,0
hero_611,skill_hit.foot,,0,0,0
hero_611,health,,0,0,0
hero_611,friend,,0,0,0
hero_611,enemy,,0,0,0
hero_611,cast,Hmale02,0,0,0
hero_611,fly,,0,0,0
hero_611,idle,,0,0,0
hero_611,lose,,0,0,0
hero_611,win,,0,0,0
hero_611,move,,0,0,0
hero_612,skill_last.head,,0,1.9,-0.2
hero_612,skill_last.body,,0,0.7,-0.2
hero_612,skill_last.foot,,0,0,-0.2
hero_612,skill_hit.head,,0,1.9,0
hero_612,skill_hit.body,,0,0.7,0
hero_612,skill_hit.foot,,0,0,0
hero_612,health,,0,0,0
hero_612,friend,,0,0,0
hero_612,enemy,,0,0,0
hero_612,cast,Hmale02,0,0,0
hero_612,fly,,0,0,0
hero_612,idle,,0,0,0
hero_612,lose,,0,0,0
hero_612,win,,0,0,0
hero_612,move,,0,0,0
hero_613,skill_last.head,,0,1.9,-0.2
hero_613,skill_last.body,,0,0.7,-0.2
hero_613,skill_last.foot,,0,0,-0.2
hero_613,skill_hit.head,,0,1.9,0
hero_613,skill_hit.body,,0,0.7,0
hero_613,skill_hit.foot,,0,0,0
hero_613,health,,0,0,0
hero_613,friend,,0,0,0
hero_613,enemy,,0,0,0
hero_613,cast,Hmale02,0,0,0
hero_613,fly,,0,0,0
hero_613,idle,,0,0,0
hero_613,lose,,0,0,0
hero_613,win,,0,0,0
hero_613,move,,0,0,0
hero_614,skill_last.head,,0,1.9,-0.2
hero_614,skill_last.body,,0,0.7,-0.2
hero_614,skill_last.foot,,0,0,-0.2
hero_614,skill_hit.head,,0,1.9,0
hero_614,skill_hit.body,,0,0.7,0
