hero,point,root,x,y,z
hero_587,fly,,0,0,0
hero_587,idle,,0,0,0
hero_587,lose,,0,0,0
hero_587,win,,0,0,0
hero_587,move,,0,0,0
hero_588,skill_last.head,,0,1.9,-0.2
hero_588,skill_last.body,,0,0.7,-0.2
hero_588,skill_last.foot,,0,0,-0.2
hero_588,skill_hit.head,,0,1.9,0
hero_588,skill_hit.body,,0,0.7,0
hero_588,skill_hit.foot,,0,0,0
hero_588,health,,0,0,0
hero_588,friend,,0,0,0
hero_588,enemy,,0,0,0
hero_588,cast,Hmale02,0,0,0
hero_588,fly,,0,0,0
hero_588,idle,,0,0,0
hero_588,lose,,0,0,0
hero_588,win,,0,0,0
hero_588,move,,0,0,0
hero_589,skill_last.head,,0,1.9,-0.2
hero_589,skill_last.body,,0,0.7,-0.2
hero_589,skill_last.foot,,0,0,-0.2
hero_589,skill_hit.head,,0,1.9,0
hero_589,skill_hit.body,,0,0.7,0
hero_589,skill_hit.foot,,0,0,0
hero_589,health,,0,0,0
hero_589,friend,,0,0,0
hero_589,enemy,,0,0,0
hero_589,cast,Hmale02,0,0,0
hero_589,fly,,0,0,0
hero_589,idle,,0,0,0
hero_589,lose,,0,0,0
hero_589,win,,0,0,0
hero_589,move,,0,0,0
hero_590,skill_last.head,,0,1.9,-0.2
hero_590,skill_last.body,,0,0.7,-0.2
hero_590,skill_last.foot,,0,0,-0.2
hero_590,skill_hit.head,,0,1.9,0
hero_590,skill_hit.body,,0,0.7,0
hero_590,skill_hit.foot,,0,0,0
hero_590,health,,0,0,0
hero_590,friend,,0,0,0
hero_590,enemy,,0,0,0
hero_590,cast,Hmale02,0,0,0
hero_590,fly,,0,0,0
hero_590,idle,,0,0,0
hero_590,lose,,0,0,0
hero_590,win,,0,0,0
hero_590,move,,0,0,0
