hero,point,root,x,y,z
hero_401,fly,,0,0,0
hero_401,idle,,0,0,0
hero_401,lose,,0,0,0
hero_401,win,,0,0,0
hero_401,move,,0,0,0
hero_404,skill_last.head,,0,1.9,-0.2
hero_404,skill_last.body,,0,0.7,-0.2
hero_404,skill_last.foot,,0,0,-0.2
hero_404,skill_hit.head,,0,1.9,0
hero_404,skill_hit.body,,0,0.7,0
hero_404,skill_hit.foot,,0,0,0
hero_404,health,,0,0,0
hero_404,friend,,0,0,0
hero_404,enemy,,0,0,0
hero_404,cast,Hmale02,0,0,0
hero_404,fly,,0,0,0
hero_404,idle,,0,0,0
hero_404,lose,,0,0,0
hero_404,win,,0,0,0
hero_404,move,,0,0,0
hero_304,skill_last.head,,0,1.9,-0.2
hero_304,skill_last.body,,0,0.7,-0.2
hero_304,skill_last.foot,,0,0,-0.2
hero_304,skill_hit.head,,0,1.9,0
hero_304,skill_hit.body,,0,0.7,0
hero_304,skill_hit.foot,,0,0,0
hero_304,health,,0,0,0
hero_304,friend,,0,0,0
hero_304,enemy,,0,0,0
hero_304,cast,Hmale02,0,0,0
hero_304,fly,,0,0,0
hero_304,idle,,0,0,0
hero_304,lose,,0,0,0
hero_304,win,,0,0,0
hero_304,move,,0,0,0
hero_407,skill_last.head,,0,1.9,-0.2
hero_407,skill_last.body,,0,0.7,-0.2
hero_407,skill_last.foot,,0,0,-0.2
hero_407,skill_hit.head,,0,1.9,0
hero_407,skill_hit.body,,0,0.7,0
hero_407,skill_hit.foot,,0,0,0
hero_407,health,,0,0,0
hero_407,friend,,0,0,0
hero_407,enemy,,0,0,0
hero_407,cast,Hmale02,0,0,0
hero_407,fly,,0,0,0
hero_407,idle,,0,0,0
hero_407,lose,,0,0,0
hero_407,win,,0,0,0
hero_407,move,,0,0,0
