hero,point,root,x,y,z
hero_574,skill_hit.foot,,0,0,0
hero_574,health,,0,0,0
hero_574,friend,,0,0,0
hero_574,enemy,,0,0,0
hero_574,cast,Hmale02,0,0,0
hero_574,fly,,0,0,0
hero_574,idle,,0,0,0
hero_574,lose,,0,0,0
hero_574,win,,0,0,0
hero_574,move,,0,0,0
hero_575,skill_last.head,,0,1.9,-0.2
hero_575,skill_last.body,,0,0.7,-0.2
hero_575,skill_last.foot,,0,0,-0.2
hero_575,skill_hit.head,,0,1.9,0
hero_575,skill_hit.body,,0,0.7,0
hero_575,skill_hit.foot,,0,0,0
hero_575,health,,0,0,0
hero_575,friend,,0,0,0
hero_575,enemy,,0,0,0
hero_575,cast,Hmale02,0,0,0
hero_575,fly,,0,0,0
hero_575,idle,,0,0,0
hero_575,lose,,0,0,0
hero_575,win,,0,0,0
hero_575,move,,0,0,0
hero_576,skill_last.head,,0,1.9,-0.2
hero_576,skill_last.body,,0,0.7,-0.2
hero_576,skill_last.foot,,0,0,-0.2
hero_576,skill_hit.head,,0,1.9,0
hero_576,skill_hit.body,,0,0.7,0
hero_576,skill_hit.foot,,0,0,0
hero_576,health,,0,0,0
hero_576,friend,,0,0,0
hero_576,enemy,,0,0,0
hero_576,cast,Hmale02,0,0,0
hero_576,fly,,0,0,0
hero_576,idle,,0,0,0
hero_576,lose,,0,0,0
hero_576,win,,0,0,0
hero_576,move,,0,0,0
hero_577,skill_last.head,,0,1.9,-0.2
hero_577,skill_last.body,,0,0.7,-0.2
hero_577,skill_last.foot,,0,0,-0.2
hero_577,skill_hit.head,,0,1.9,0
hero_577,skill_hit.body,,0,0.7,0
hero_577,skill_hit.foot,,0,0,0
hero_577,health,,0,0,0
hero_577,friend,,0,0,0
hero_577,enemy,,0,0,0
hero_577,cast,Hmale02,0,0,0
