hero,index,step,end_delay,target
hero_576,attack_1_1,move,0.2,head
hero_576,attack_1_1,hit,0.2,foot
hero_577,attack_1_1,move,0.2,head
hero_577,attack_1_1,hit,0.2,foot
hero_578,attack_1_1,fly,0.2,head
hero_578,attack_1_1,hit,0.2,foot
hero_579,attack_1_1,fly,0.2,head
hero_579,attack_1_1,hit,0.2,foot
hero_580,attack_1_1,fly,0.2,head
hero_580,attack_1_1,hit,0.2,foot
hero_581,attack_1_1,fly,0.2,head
hero_581,attack_1_1,hit,0.2,foot
hero_582,attack_1_1,fly,0.2,head
hero_582,attack_1_1,hit,0.2,foot
hero_583,attack_1_1,fly,0.2,head
hero_583,attack_1_1,hit,0.2,foot
hero_584,attack_1_1,fly,0.2,head
hero_584,attack_1_1,hit,0.2,foot
hero_585,attack_1_1,fly,0.2,head
hero_585,attack_1_1,hit,0.2,foot
hero_586,attack_1_1,move,0.2,head
hero_586,attack_1_1,hit,0.2,foot
hero_587,attack_1_1,move,0.2,head
hero_587,attack_1_1,hit,0.2,foot
hero_588,attack_1_1,move,0.2,head
hero_588,attack_1_1,hit,0.2,foot
hero_589,attack_1_1,fly,0.2,head
hero_589,attack_1_1,hit,0.2,foot
hero_590,attack_1_1,fly,0.2,head
hero_590,attack_1_1,hit,0.2,foot
hero_591,attack_1_1,fly,0.2,head
hero_591,attack_1_1,hit,0.2,foot
hero_592,attack_1_1,fly,0.2,head
hero_592,attack_1_1,hit,0.2,foot
hero_593,attack_1_1,fly,0.2,head
hero_593,attack_1_1,hit,0.2,foot
hero_594,attack_1_1,fly,0.2,head
hero_594,attack_1_1,hit,0.2,foot
hero_595,attack_1_1,fly,0.2,head
hero_595,attack_1_1,hit,0.2,foot
hero_596,attack_1_1,fly,0.2,head
hero_596,attack_1_1,hit,0.2,foot
hero_597,attack_1_1,move,0.2,head
hero_597,attack_1_1,hit,0.2,foot
hero_598,attack_1_1,move,0.2,head
hero_598,attack_1_1,hit,0.2,foot
hero_599,attack_1_1,move,0.2,head
hero_599,attack_1_1,hit,0.2,foot
hero_600,attack_1_1,fly,0.2,head
hero_600,attack_1_1,hit,0.2,foot
