hero,animation,function,time
hero_507,attack,ActionPlay,0.3
hero_507,skill,AudioPlay,0.4
hero_507,skill,ActionPlay,0.5
hero_507,victor,ActionPlay,0.2
hero_507,failed,ActionPlay,0.2
hero_507,failed,ActionEnd,0.2
hero_508,attack,ActionEnd,1.3
hero_508,attack,AudioPlay,0.4
hero_508,attack,ActionPlay,0.3
hero_508,skill,AudioPlay,0.4
hero_508,skill,ActionPlay,0.5
hero_508,victor,ActionPlay,0.2
hero_508,failed,ActionPlay,0.2
hero_508,failed,ActionEnd,0.2
hero_509,attack,ActionEnd,1.3
hero_509,attack,AudioPlay,0.4
hero_509,attack,ActionPlay,0.3
hero_509,skill,AudioPlay,0.4
hero_509,skill,ActionPlay,0.5
hero_509,victor,ActionPlay,0.2
hero_509,failed,ActionPlay,0.2
hero_509,failed,ActionEnd,0.2
hero_510,attack,ActionEnd,1.3
hero_510,attack,AudioPlay,0.4
hero_510,attack,ActionPlay,0.3
hero_510,skill,AudioPlay,0.4
hero_510,skill,ActionPlay,0.5
hero_510,victor,ActionPlay,0.2
hero_510,failed,ActionPlay,0.2
hero_510,failed,ActionEnd,0.2
hero_511,attack,ActionEnd,1.3
hero_511,attack,AudioPlay,0.4
hero_511,attack,ActionPlay,0.3
hero_511,skill,AudioPlay,0.4
hero_511,skill,ActionPlay,0.5
hero_511,victor,ActionPlay,0.2
hero_511,failed,ActionPlay,0.2
hero_511,failed,ActionEnd,0.2
hero_512,attack,ActionEnd,1.3
hero_512,attack,AudioPlay,0.4
hero_512,attack,ActionPlay,0.3
hero_512,skill,AudioPlay,0.4
hero_512,skill,ActionPlay,0.5
hero_512,victor,ActionPlay,0.2
hero_512,failed,ActionPlay,0.2
hero_512,failed,ActionEnd,0.2
hero_513,attack,ActionEnd,1.3
hero_513,attack,AudioPlay,0.4
hero_513,attack,ActionPlay,0.3
hero_513,skill,AudioPlay,0.4
