hero,point,root,x,y,z
hero_517,fly,,0,0,0
hero_517,idle,,0,0,0
hero_517,lose,,0,0,0
hero_517,win,,0,0,0
hero_517,move,,0,0,0
hero_518,skill_last.head,,0,1.9,-0.2
hero_518,skill_last.body,,0,0.7,-0.2
hero_518,skill_last.foot,,0,0,-0.2
hero_518,skill_hit.head,,0,1.9,0
hero_518,skill_hit.body,,0,0.7,0
hero_518,skill_hit.foot,,0,0,0
hero_518,health,,0,0,0
hero_518,friend,,0,0,0
hero_518,enemy,,0,0,0
hero_518,cast,Hmale02,0,0,0
hero_518,fly,,0,0,0
hero_518,idle,,0,0,0
hero_518,lose,,0,0,0
hero_518,win,,0,0,0
hero_518,move,,0,0,0
hero_519,skill_last.head,,0,1.9,-0.2
hero_519,skill_last.body,,0,0.7,-0.2
hero_519,skill_last.foot,,0,0,-0.2
hero_519,skill_hit.head,,0,1.9,0
hero_519,skill_hit.body,,0,0.7,0
hero_519,skill_hit.foot,,0,0,0
hero_519,health,,0,0,0
hero_519,friend,,0,0,0
hero_519,enemy,,0,0,0
hero_519,cast,Hmale02,0,0,0
hero_519,fly,,0,0,0
hero_519,idle,,0,0,0
hero_519,lose,,0,0,0
hero_519,win,,0,0,0
hero_519,move,,0,0,0
hero_520,skill_last.head,,0,1.9,-0.2
hero_520,skill_last.body,,0,0.7,-0.2
hero_520,skill_last.foot,,0,0,-0.2
hero_520,skill_hit.head,,0,1.9,0
hero_520,skill_hit.body,,0,0.7,0
hero_520,skill_hit.foot,,0,0,0
hero_520,health,,0,0,0
hero_520,friend,,0,0,0
hero_520,enemy,,0,0,0
hero_520,cast,Hmale02,0,0,0
hero_520,fly,,0,0,0
hero_520,idle,,0,0,0
hero_520,lose,,0,0,0
hero_520,win,,0,0,0
hero_520,move,,0,0,0
